DD2[][0],DD2[][1],DD2[][2],DD2[][3],DD2[][4],DD2[][5],DD2[][6],DD2[][7],DD2[][8],DD2[][9],DD2[][10],DD2[][11],DD2[][12],DD2[][13],DD2[][14],DD2[][15],DD2[][16],DD2[][17],DD2[][18],DD2[][19],DD2[][20],DD2[][21],DD2[][22],DD2[][23],DD2[][24],DD2[][25],DD2[][26],DD2[][27],DD2[][28],DD2[][29],DD2[][30],DD2[][31],DD2[][32],DD2[][33],DD2[][34],DD2[][35],DD2[][36],DD2[][37],DD2[][38],DD2[][39],DD2[][40],DD2[][41],DD2[][42],DD2[][43],DD2[][44],DD2[][45],DD2[][46],DD2[][47],DD2[][48],DD2[][49]
-0.0493632,-0.053795,0.170119,-0.143712,-0.0706401,0.00205753,0.0831888,-0.048977,0.164008,-0.180106,0.127585,-0.0797384,-0.00947083,-0.0734264,-0.105306,-0.115,-0.1673,-0.0996784,0.026087,-0.0589326,-0.0659941,-0.116325,-0.0686055,-0.0259451,-0.00378795,-0.0424006,0.167095,0.0501846,0.0420462,-0.0854561,-0.0454546,-0.0419873,-0.0351648,-0.054054,0.110175,0.0840734,0.0582474,0.121445,-0.0448392,-0.00660956,-0.11841,0.0477272,-0.112648,-0.161687,0.0632972,0.058859,0.122478,1.39925,1.298,0.803039
-0.0867835,-0.0213706,0.263026,2.18e-07,-0.0896248,0.0174896,0.051993,-0.0849349,0.262285,-0.00917435,0.233485,-0.0405227,-0.000557184,0.104895,-0.131429,-0.0800001,-0.177757,-0.0702803,0.0791763,-0.0114899,-0.0151324,-0.11963,0.0447428,-0.0770941,0.0482954,-0.000652366,0.0445588,0.126199,-0.0350385,-0.124076,-0.0797447,-0.139258,0.080586,-0.0968469,0.0743859,0.0822972,-0.0381444,0.042275,-0.00592224,0.0138797,-0.0543933,0.0959089,-0.0276679,0.00263625,0.0885679,0.00620629,0.167996,1.25,1.13466,0.600115
-0.0692676,0.132646,0.369743,0.257485,-0.0481236,-0.0267491,0.169844,-0.016739,0.223995,0.204249,0.217347,0.0542484,-0.15766,0.13986,-0.14449,-0.126,-0.106464,-0.147451,0.147826,0.017791,-0.00714582,-0.054197,0.0842655,-0.1149,-0.0369319,-0.0913242,-0.0171379,0.126937,-0.0777855,-0.125719,-0.0167465,-0.158852,0.115751,-0.0705706,0.0154385,0.101835,-0.0216495,-0.0461184,0.0169205,-0.109716,-0.071548,0.12,-0.0671936,0.0799649,0.0801443,-0.017017,0.128578,0.88806,0.92803,0.449509
0.0509553,0.188652,0.38732,0.407186,-0.00883005,0.084362,0.237435,-0.0130191,0.160179,0.321101,0.0842159,0.176471,-0.0818942,0.0955712,-0.120816,-0.134,-0.0408745,-0.102435,0.201831,0.0492958,-0.039092,0.0158625,0.00671145,-0.0303929,0.0151514,0.0136987,0.0214225,0.123247,-0.0189209,0.0213639,-0.0789474,-0.0566828,0.109157,0.006006,-0.0189475,0.0864417,-0.0324743,0.055342,-0.0152285,-0.13351,-0.178243,0.120454,-0.131423,0.0729349,0.0226232,-0.0204203,0.0717973,0.512687,0.82429,0.335257
0.113853,0.0906412,0.146265,0.363773,0.0322295,0.0997941,0.254766,0.0390578,0.128271,0.299855,-0.0620272,0.188889,0.016156,0.0594406,-0.0146939,-0.188,0.00665397,-0.108865,0.142334,0.0418829,-0.105927,0.00660943,-0.0738255,0.0207562,0.0265151,0.105675,0.0805484,0.0597787,-0.0967063,0.0838127,-0.0661884,-0.00139958,0.0776556,0.0585585,0.000701688,-0.00651274,-0.0355671,0.0637971,-0.00846027,-0.101124,-0.151883,0.0063635,-0.113636,0.0808437,0.0726834,0.0068068,0.0398875,0.617911,0.723081,0.351606
0.102707,0.081798,0.104834,0.193114,0.0225165,-0.0401235,0.237435,-0.0725356,-0.0363754,0.158861,-0.0267271,0.128758,0.065181,0.0932402,0.167347,-0.162,-0.0171103,-0.0813045,-0.0645308,0.0303929,-0.0689366,-0.0118968,-0.103654,0.0237213,-0.0369319,0.0684932,0.00685522,0.0295204,-0.106517,0.0953163,-0.111643,0.0888735,-0.0747254,-0.0255255,-0.008421,-0.0491416,-0.0164948,0.0530362,0.0076142,-0.175149,-0.0974894,0.00181809,-0.0335968,-0.013181,0.0765341,-0.0346346,-0.0361332,0.432836,0.730672,0.396422
-0.0262741,-0.00515838,0.06968,0.122755,0.034437,-0.0411524,0.109185,-0.0551766,0.0542437,-0.0313858,0.0912759,0.0934642,-0.109749,0.0512821,0.212245,-0.079,-0.0332699,-0.0620119,0.00320372,-0.0233506,-0.0437158,-0.0581625,-0.0678598,0.00296523,-0.0473485,0.0776255,0.0428449,-0.118081,-0.148563,0.0755956,-0.0486443,0.0594822,-0.161172,-0.0337839,-0.0308772,-0.0787448,-0.0340206,0.0038433,0.000846008,-0.0826175,-0.0941422,-0.0122728,0.076087,-0.1942,0.0394705,-0.013013,-0.0511496,0.435075,0.570987,0.318908
0.00955395,0.173913,0.00439436,0.133234,-0.0326712,0.0452674,0.0710571,-0.00309978,0.0644543,-0.027523,0.0378216,0.0738563,-0.0963789,0.0874127,0.154286,0.0799999,-0.0342205,-0.00229667,-0.0489702,-0.0218681,0.0311056,0.00528771,0.0260999,-0.0518903,-0.00378795,0.0965428,0.00856905,-0.0162362,-0.115627,0.0838126,-0.0470495,0.0118966,-0.0930404,0.0472973,-0.0119299,-0.0663114,-0.05,-0.066103,0.0524534,0.00991384,0.0171548,-0.0231819,0.117589,-0.116872,0.00914551,-0.0476476,-0.069451,0.383582,0.471184,0.232352
-0.0573249,0.213707,0.109856,0.137725,-0.136865,0.0236625,-0.0935875,0.0440174,0.0874281,0.0767746,0.147756,0.0692812,-0.0841226,0.0151515,0.0595919,0.116,-0.0712928,0.0142399,0.0379863,-0.0681986,0.051282,-0.0178453,-0.00223715,-0.0756115,-0.0719697,0.00130453,-0.0874036,0.0634686,-0.0868956,0.147905,0.0462519,0.0160953,-0.10696,0.06006,0.100351,-0.0485494,-0.00515462,-0.0207534,0.0820643,-0.0376736,0.0924686,-0.0427273,0.040514,-0.136204,-0.0481349,-0.0116115,-0.0220553,0.397015,0.319089,0.169071
-0.0342357,0.194547,0.23415,0.118264,-0.116998,0.0380657,-0.034662,0.0626162,0.0695596,0.364558,0.115482,0.151634,-0.0451253,-0.0582749,-0.0481632,0.084,-0.0475285,0.0693616,0.130435,-0.0956263,0.035309,-0.0436219,-0.0357942,-0.0585619,0.00284091,0.0593608,-0.0102827,0.160886,-0.0133145,0.216105,0.0869218,0.0258924,-0.00146527,0.0442943,0.0743858,0.0609827,-0.00979382,0.0776326,0.0448393,-0.0475878,0.0338912,0.00272723,-0.0731224,-0.065905,-0.0883274,-0.0242242,-0.00750819,0.447015,0.269609,0.14522
-0.0167198,-0.0478996,0.201507,-0.028443,-0.00927153,0.0411522,-0.00346629,0.0836949,0.0938098,0.593433,0.0973273,0.0843138,0.0272981,-0.00116542,-0.130612,-0.0799999,-0.0427757,0.0335325,0.111213,-0.135285,-0.0344683,-0.0462657,-0.0357942,-0.0222387,0.00568174,0.0358774,0.0368465,0.200738,-0.0266293,0.130649,0.0215311,0.0587825,0.0549451,-0.0638138,0.0842106,0.0965068,0.0510309,0.0991544,-0.0583756,0.0581624,0.0242679,-0.0354547,-0.00889333,-0.0597539,-0.0091457,-0.0212212,-0.00938525,0.672388,0.299972,0.144259
0.0867834,-0.0140014,0.195229,-0.0613772,0.0406181,-0.0113169,0.17331,0.16553,0.0810466,0.602125,0.0428644,0.0143791,0.211142,0.129371,-0.117551,-0.11,-0.0266159,-0.0537437,-0.0389014,-0.0733878,-0.0504414,0.00859222,-0.0917225,0.0378057,-0.000947042,0.00260926,-0.0128534,0.189668,0.0266291,0.109285,0.0159488,0.0881736,0.0468864,-0.105105,0.0624562,0.0840734,0.0747424,0.187548,-0.115059,0.102445,0.0276152,-0.0295455,0.0217391,-0.0307557,0.0223826,-0.0592592,-0.0197091,0.722388,0.461906,0.149644
0.0445858,0.0412675,0.200251,-0.034431,0.108609,-0.0411524,0.270364,0.316801,0.0516912,0.524867,0.01765,-0.0261438,0.210028,0.307692,-0.0163265,-0.198,-0.00190113,-0.0757924,0.0141878,-0.01149,-0.0449769,0.0158626,-0.038777,0.0667161,-0.0558713,-0.0202217,0.141388,0.0996311,-0.0252279,0.0632704,0.039075,0.10077,0.0974358,-0.0728228,0.123509,0.0680876,0.110825,0.0922367,-0.00846027,0.165234,-0.0782426,-0.0736365,0.0721344,-0.0333919,0.0108303,-0.0518519,0.00422347,0.597761,0.545685,0.158107
0.0915603,0.302137,0.113622,-0.0374251,0.060044,0.0298353,0.294627,0.398636,0.059349,0.403187,0.00857289,0.00915047,0.105293,0.48718,0.0693878,-0.0949999,-0.0304183,-0.0427193,-0.0901601,0.0848778,-0.117696,-0.00727029,-0.0305741,-0.056338,-0.0492425,-0.103718,0.155099,0.0575646,-0.0455501,0.082991,-0.0733653,0.117565,0.0864469,0.0743242,0.167719,0.00769685,0.0716495,-0.000768567,0.00846027,0.175149,-0.116736,-0.0772728,-0.056324,0.0114236,-0.0101084,-0.0396396,0.00797753,0.505224,0.681473,0.222543
0.0151275,0.312454,0.116133,-0.0299401,-0.0467992,-0.0761318,0.197574,0.33788,0.195916,0.354901,0.12355,0.00522875,0.100836,0.384615,0.107755,-0.00800001,0.00665403,-0.0822232,-0.0919907,0.144181,-0.07314,-0.0423,-0.0805368,-0.0541142,0.0265151,-0.123288,0.0865467,-0.00516592,-0.0399441,0.105177,-0.0661883,0.155353,0.0175822,0.11036,0.16,0.00710475,0.0474226,0.0722521,0.0566837,0.101784,-0.141841,-0.0431819,-0.0523714,0.0131811,-0.0587245,0.0204205,0.0605349,0.456716,0.644363,0.207155
0.0828024,0.32056,0.062147,-0.0823352,-0.0516557,-0.269547,0.136915,0.151891,0.292916,0.539353,0.122542,0.0973857,-0.0473538,0.177156,0.00653059,-0.024,0.0503803,-0.0721175,-0.0736841,0.101186,-0.0714586,-0.0931923,0.0246084,-0.0355819,0.0842802,-0.086758,0.120823,0.0605166,0.011913,0.0706654,-0.0645933,0.117565,-0.0395605,0.00675681,0.0708772,0.0769686,0.0118557,0.128363,0.0617598,0.0495702,-0.0619246,0.0159089,0.0167985,0.127417,-0.0380265,0.087888,0.0483341,0.51791,0.470902,0.205424
0.094745,0.231393,0.113622,-0.010479,-0.0503312,-0.279835,0.0051993,-0.0650961,0.275048,0.478513,0.228442,0.0954249,-0.15766,-0.04662,-0.0791837,-0.0190001,0.0579848,-0.0592559,0.0169337,0.0366939,-0.0920556,-0.0290813,-0.0290827,-0.0392884,0.0284089,-0.0391389,0.0634104,0.084133,0.0343378,0.0205424,-0.106858,0.0937719,-0.153114,-0.0675675,0.014035,0.0568384,0.0170104,0.132206,-0.0152284,0.0508921,-0.0405857,0.0377272,0.183795,0.137083,0.0729241,0.148549,0.0215862,0.683582,0.352825,0.153491
0.171974,0.217391,0.102323,-0.0134729,0.0101545,-0.222222,0.0103985,0.0117794,0.161455,0.342347,0.18709,0.115686,-0.103064,-0.241259,-0.0889795,-0.0730001,0.0180609,-0.0960037,0.0169337,-0.00630098,-0.0302648,-0.0700595,-0.127517,-0.0133432,-0.00378795,0.0273973,-0.0154241,0.0546127,0.0693764,0.0632702,-0.116427,0.00139969,-0.152381,-0.0442942,-0.100351,0.000591922,0,0.0784011,-0.0583756,-0.0132188,0.0364017,0.0509089,0.16996,0.117751,0.107581,0.146947,-0.0197091,0.600746,0.291538,0.0617427
0.213376,0.148121,0.139987,0.0149702,0.0437086,-0.0874487,0.0745234,-0.0440174,0.0708358,0.322067,0.204236,0.0457516,-0.0529247,-0.219114,-0.0204082,-0.121,0.0712928,-0.0124024,-0.0132722,-0.0155672,0.0184951,-0.0449438,-0.167039,0.0281691,-0.190341,0.0802349,0.0205656,-0.0280442,-0.114226,0.0591617,-0.00797441,-0.0454862,-0.142125,-0.0112612,-0.0764912,0.00532863,0.056701,-0.0407379,-0.0913706,-0.0575017,0.0878662,0.0322727,0.173913,0.0448156,0.125391,0.111311,-0.0581887,0.512687,0.32415,0.0977112
0.308917,0.131172,-0.0182046,-0.0718561,-0.0238411,0.0288064,0.0433274,-0.0105394,0.00446705,0.265089,0.136662,0.048366,-0.042897,0.0011655,0.0571429,-0.147,-0.019962,0.0353697,-0.0828374,0.0422536,0.0428751,-0.0343687,-0.225951,0.0133431,-0.263258,0.0789302,0.033419,-0.17048,-0.157673,0.0279376,0.059011,-0.119664,-0.0827839,0.0803302,-0.0561403,-0.00118402,-0.0340207,-0.0883935,-0.159053,-0.0839393,0.0924687,-0.00181827,-0.0859683,-0.0562389,0.0895305,0.0834835,-0.0685125,0.500746,0.410739,0.167917
0.349522,0.0515843,-0.0332706,-0.0479042,-0.0644592,0.0946501,0.103986,0.0452573,0.0887045,0.189763,0.043873,-0.0326798,0.075209,0.0291376,0.0359183,-0.132,-0.0646387,-0.00137797,-0.135927,0.0726464,0.0601093,0.0304032,-0.139448,0.0311342,-0.096591,0.05349,6.76e-08,-0.219188,-0.0770848,-0.00493014,0.150718,-0.148355,0.00879117,0.120871,-0.0898245,0.0627589,-0.0737113,-0.00922362,-0.120981,-0.0971581,-0.00418397,0.0381817,-0.121541,-0.216169,0.0344164,0.064865,0,0.451493,0.40596,0.156184
0.382962,0.0147383,-0.117389,-0.0508982,-0.0741722,0.0133744,0.0953206,0.0985741,0.0657306,0.223563,-0.0690872,-0.0764707,0.0818941,0.020979,-0.0669388,-0.095,-0.0123574,-0.0353697,-0.114874,0.0437361,-0.0374106,0.0475877,-0.049217,0.066716,0.104167,0.0130464,0.114824,-0.172694,0.0196215,-0.0953164,0.178628,-0.144856,0.0681318,0.0608107,-0.0764913,0.113085,-0.065464,0.0238279,-0.0642979,-0.0799736,0.0384938,0.00818177,-0.0938735,-0.101933,0.0101082,0.0856858,0.0211168,0.491791,0.294911,0.14522
0.238057,-0.0154755,-0.0797236,0.103293,-0.0913907,-0.0329219,-0.0277297,-0.0142591,-0.0159542,0.0825688,-0.0892586,-0.0490196,0.00278551,0.0769231,-0.133878,-0.00800008,-0.0228137,-0.0656867,0.0581236,0.0563381,-0.0689366,0.136153,-0.0611484,0,0.225379,-0.00913242,0.112254,-0.0730627,0.161878,-0.151192,0.0869218,-0.103569,0.0630034,0.0810812,-0.0596491,0.124334,-0.0762887,-0.0322829,-0.120135,-0.11963,0.0778244,0.031818,0.0375495,-0.0571176,0.0640192,0.0476476,0.0220553,0.420895,0.271015,0.125601
0.0390125,-0.0117908,0.0119272,-0.023952,-0.0282561,-0.0884775,-0.05026,0.0539368,0.0299936,-0.0864318,-0.0983359,-0.0267973,-0.086351,0.030303,-0.128163,-0.00499989,-0.0114068,-0.0785484,0.113959,0.000741332,0.0378309,0.0839393,-0.112603,-0.0548555,0.267992,-0.0658838,0.0865469,-0.0309962,0.175894,-0.112572,0,-0.062981,0.0498167,0.057057,-0.0792983,0.103612,-0.078866,-0.0707149,-0.141286,-0.100463,0.15523,0.046818,-0.00691685,8.58e-08,0.100602,-0.0238237,-0.0262787,0.347015,0.280855,0.151568
-0.0772294,-0.0228445,0.101067,0.118264,-0.0282561,-0.0967079,-0.0346621,-0.0353378,0.20485,-0.0304201,-0.0025214,0.00980399,-0.194429,-0.0827505,-0.202449,0.081,0.0893536,0.0353698,0.0334098,-0.0196442,0.0458176,0.0707204,-0.203579,-0.112676,0.090909,-0.0300064,-0.0377034,-0.0376383,0,-0.0361545,0.03748,-0.0118963,-0.00732601,-0.00750739,-0.0392982,0.0189461,-0.0221649,-0.0522675,-0.160745,-0.0588237,0.279498,0.0627272,-0.0385374,0.00878735,0.0960288,-0.0706705,-0.0652276,0.318657,0.36379,0.18946
-0.0286625,-0.0110538,0.0973008,-0.025449,-0.0883002,-0.203704,-0.0849221,-0.0241786,0.241863,-0.0362143,-0.0216842,0.0921569,-0.126462,-0.153846,-0.206531,0.0460002,0.0855513,-0.0271016,-0.0407322,0.0103781,0.0752416,0.0773299,-0.163311,-0.0911786,-0.0710227,0,-0.0822621,-0.0627306,-0.0679748,0.0254725,-0.00478462,0.076977,-0.000732696,0.0120121,-0.0147368,-0.044997,0.00412371,0.161414,-0.208122,-0.0429611,0.256485,0.0327272,-0.147233,-0.0193322,0.0890492,-0.0686687,-0.138902,0.36194,0.341861,0.13618
-0.0270702,-0.0508474,0.280603,-0.00299401,-0.140397,-0.234568,-0.0311959,0.00805955,0.283982,0.00241433,0.0226931,0.167974,-0.104178,-0.219114,-0.164082,-0.023,0.000950634,0.00413426,0.0489703,0.0300221,0.0483396,0.0502314,-0.00969424,-0.0852483,-0.150568,0.0639269,-0.128535,-0.00664202,-0.185004,0.0575185,0.0111642,0.111966,0.0234432,-0.0247747,0.0484211,-0.119597,0.00515462,0.205995,-0.0736041,-0.00132195,0.110879,-0.0177274,-0.0365612,-0.106327,0.0125149,-0.0592592,-0.0858752,0.398507,0.294349,0.022312
-0.0366243,0.0324245,0.186441,0.0898204,-0.132009,-0.24177,0.0138648,-0.000619938,0.137205,0.0352488,0.0378216,0.152288,-0.106407,-0.229604,-0.10449,0.028,0.0437263,-0.00321543,0.078261,0.04596,-0.0231191,0.0462656,-0.0111856,0.0318755,-0.094697,0.0456621,-0.00342754,0.0309964,-0.161177,0.0772392,0.0598085,0.140658,0.0249085,-0.0172672,0.141754,-0.0988751,0.0046392,0.126057,0.0397632,-0.0297423,0.0175734,-0.0677273,-0.0533596,-0.0175746,-0.0488569,-0.00480463,-0.0375411,0.433582,0.298285,0.0209655
-0.0238855,-0.0132645,0.0583805,0.188623,-0.110375,-0.0997944,-0.0658579,-0.130812,0.0134012,0.0980202,0.0146245,0.166013,-0.100836,-0.102564,-0.0530611,0.141,-0.0028517,-0.031695,0.0956522,0.0289103,-0.0765027,0.110377,-0.0559284,0.0845069,-0.0482955,0.0397913,-0.0188517,0.0929889,0.0413454,0.00246504,-0.00239243,0.144857,-0.0505495,0.0255256,0.116491,-0.0627591,-0.0525773,-0.0284396,-0.0135364,-0.0290814,-0.03682,-0.019091,0.0138341,-0.0896309,-0.0885681,0.0292293,-0.0112624,0.452239,0.353388,0.0823236
-0.0207008,0.064849,-0.021971,0.0628744,-0.134658,0.0545266,-0.129983,-0.190329,-0.00446714,0.182038,0.0206757,0.129412,-0.0818942,-0.0710956,-0.0416326,0.043,-0.0627376,-0.0454754,0.0599544,-0.00444765,-0.0638924,0.0740253,-0.0372856,0.117865,0.00189386,-0.0665362,0.0342759,0.154244,0.13595,0.0451931,0.0661881,0.139258,-0.0695971,0.0533032,0.0877193,0.0124333,-0.0958763,-0.0584166,0.0194584,0.00925306,0.00711302,0,-0.0187747,-0.0843584,-0.0765344,0.0522524,0.00234628,0.500746,0.380377,0.125024
0.0437898,0.0707443,-0.00941608,0.103293,-0.0887418,0.242798,-0.129983,-0.201488,0.0593491,0.320135,0.0489159,0.0836603,-0.188858,-0.0664334,-0.0644898,0.199,-0.0674905,-0.107028,-0.0883294,-0.04596,-0.0592686,0.0667548,-0.0492171,0.0296516,-0.0577653,-0.0900195,0.025707,0.15941,0.114226,0.0156121,0.114833,0.0916726,-0.0710623,-0.0615616,0.0435087,0.0124334,-0.0958763,-0.0222905,-0.0228427,0,0.0581589,0.0609089,-0.0750987,-0.0913883,-0.0722023,0.0456458,-0.0211169,0.443284,0.386843,0.138681
0.225318,-0.0508473,-0.0684242,0.0344313,-0.0578367,0.36214,-0.246101,-0.0712957,0.0146777,0.278609,-0.0721131,0.0882353,-0.0239554,-0.0547784,-0.082449,0.257,-0.0427757,-0.220028,-0.15881,0.0567087,-0.0142916,0.108394,0.0268458,-0.0355819,-0.0984849,-0.0887149,0.0282777,0.147602,0.107218,0.0838127,0.0398724,0.111267,-0.0395604,-0.0743244,-0.0526317,0.0432207,-0.0747423,0.116065,-0.161591,-0.0575018,0.08159,0.0381817,-0.0849801,-0.0307557,-0.0358605,0.0274274,-0.0976068,0.406716,0.300253,0.118869
0.164013,-0.14591,-0.0408035,0.208084,0.00573941,0.384773,-0.17331,0.0663361,0.0248883,0.302752,-0.145739,0.145752,-0.00278559,0.0081585,-0.00979584,0.309,-0.107414,-0.14102,-0.0810067,0.108599,0.0281631,0,0.0827741,-0.0607857,-0.104167,-0.0574038,0.0248501,0.097417,-0.0217238,0.0328679,0.0414674,-0.0104967,-0.0212455,-0.0735735,-0.082807,0.0136176,-0.0355671,0.0930054,-0.168359,0.0284203,0.0456067,-0.0536365,-0.000988094,0.0659051,-0.00601685,0.0232234,-0.119662,0.280597,0.243745,0.0707829
0.130573,-0.0316876,-0.0960451,0.344312,0.0560706,0.394033,-0.0207972,0.113453,-0.128271,0.120232,-0.146747,0.13464,-0.0707521,0.131702,0.0334694,0.339,-0.0152091,-0.116215,-0.0270023,0.173091,0.0861707,0.0614673,0.028337,0.0400295,-0.151515,-0.0769731,-0.00685508,0.112177,-0.0231254,0.0912079,0.00558216,-0.0111965,-0.0131868,-0.0840841,0.00982448,0.0290113,0.0015464,0.114527,-0.117597,0.074025,-0.0263598,-0.0668183,0.0118577,0.13181,-0.00144422,-0.0116115,-0.119193,0.369403,0.234748,0.125601
0.102707,0,-0.0282485,0.571856,0.147461,0.361111,-0.0242634,-0.0068195,-0.199745,-0.0507001,-0.128593,0.0437909,-0.0685236,0.0804195,0.0073471,0.224,0.0256654,-0.00505282,-0.0727688,0.138251,0.0260613,0.0575017,-0.0529456,0.138621,-0.183712,-0.00130463,-0.0651243,0.114391,0.0049053,0.0230075,-0.0542265,0.003499,-0.0417583,-0.0495496,0.0842105,0,0.0582474,-0.0445811,-0.0448392,0.0905484,-0.105858,-0.145,0.0118577,0.0588753,-0.0173287,-0.0252252,-0.0933834,0.391791,0.213101,0.149836
-0.0159236,0.0943257,0.0897678,0.459581,0.113466,0.247942,0.051993,-0.123373,-0.199745,-0.0362144,-0.0700957,-0.0130719,-0.00947074,0.0268066,0.0685716,-0.037,0.00570347,0.0693614,0.0324943,0.147146,-0.0201765,0.0502313,-0.00372855,0.165308,-0.133523,-0.00521863,-0.0377035,0.127675,0.0665732,-0.00328682,0.000797417,0.104269,0.080586,0.057057,0.124912,-0.00296032,0.118041,-0.0199846,0.036379,0.0945142,-0.133473,-0.145455,0.0326087,-0.0219683,-0.0175692,-0.0176176,-0.042703,0.425373,0.160529,0.131564
-0.0883758,0.0397937,0.111111,0.276946,0.107726,0.13786,0.164645,-0.16305,-0.162731,-0.0391115,0.00252148,-0.0261438,0.10195,0.0641026,0.103673,-0.071,0.110266,0.0757924,-0.00686498,0.0181615,-0.0239596,-0.00132182,-0.0402684,0.116382,-0.0198864,0.0580561,0.000856953,0.0937271,0.0995095,-0.12161,0.00637952,0.13366,0.210256,0,0.22386,0.00296032,0.102577,0.0207534,0.110829,0.00396556,-0.0824267,-0.1,0.0464427,-0.0729349,-0.0206982,-0.04004,0.0300329,0.363433,0.124262,0.16157
-0.121019,-0.0670597,0.0370371,0.0928145,0.0278145,0.052469,-0.0173311,-0.133292,-0.184429,-0.0420086,0.0226929,-0.0124183,0.176602,0.0780885,0.0497959,-0.118,0.140684,0.0831419,-0.00686492,0.0211267,-0.0155528,0.0760079,-0.0402685,0.00148267,-0.0104167,0.109589,-0.00771203,0.0346865,0.144359,-0.0764174,0.0813397,0.191043,0.218315,-0.0705705,0.152982,0.0307873,0.0613402,0,0.0439932,-0.0984799,0.0589959,0.0040908,0.0958499,-0.102812,0.0105896,-0.0124123,0.111685,0.348508,0.103458,0.171764
-0.194268,-0.148121,-0.000627636,-0.023952,0.00662251,-0.0792181,-0.0051993,-0.0836949,-0.0823229,0.0806374,0.0237015,-0.00457513,0.161003,0.0291376,0.0236734,-0.0640001,0.0342205,0.0546625,-0.170709,-0.0352112,-0.0617906,0.0799735,-0.0365399,-0.0570793,-0.0217804,0.0273973,-0.0445586,-0.118081,0.0553608,-0.180772,0.0893141,0.10077,0.174359,-0.111862,0.0645614,-0.0201303,0.00257731,0.0161415,0.0160745,-0.124918,0.125941,0.115454,0.134387,-0.101054,0.0452465,0.0416416,0.129047,0.341045,0.122575,0.172148
-0.190287,-0.101695,-0.0860012,0.00598824,-0.0128037,-0.108025,0.0103987,-0.0390576,-0.0657307,0.108643,0.0297529,-0.00196076,-0.0128134,0.037296,-0.0612245,0.02,0.088403,0.000459414,-0.0645308,-0.0181616,-0.0130307,0.20423,0.00447441,-0.0303928,-0.0757577,-0.00130463,-0.0608396,-0.177122,-0.0651717,-0.0903862,0.0255183,0.0972708,0.047619,-0.176426,0.0273686,0.00532863,-0.0458763,0.0976172,-0.0406091,-0.0641112,0.12092,0.187273,0.204546,-0.032513,0.075812,0.0314314,0.075082,0.379851,0.137475,0.164455
-0.103503,-0.126013,0.0395481,0.0419165,0.00882999,-0.138889,-0.0589255,-0.0415375,0.0810466,0.00241425,0.0529501,-0.066013,-0.145404,-0.0547786,-0.238367,0.00200004,0.0903041,0.095085,0.031579,0.0370644,-0.0176545,0.187046,-0.0372856,0.0266864,-0.0501894,-0.0528376,-0.0728363,-0.210332,-0.121934,-0.0591619,-0.0263158,0.0426873,-0.0879122,-0.108859,0.0343858,0.0112493,-0.0701031,0.0392007,-0.0482233,-0.115003,0.0928871,0.133636,0.156126,0.0149385,0.0654631,0.00840846,0.0525575,0.223134,0.114422,0.0759762
-0.031051,-0.0655858,0.14501,-0.164671,0.00264903,-0.141975,0.0814557,-0.00557962,0.236758,-0.00241425,0.01059,-0.0901961,-0.222284,-0.141026,-0.19102,-0.019,0.035171,0.0271015,0.141419,0.177168,0.051282,0.185724,0.0380313,0.103781,0.0388257,-0.100457,-0.0274207,-0.151291,-0.0399441,-0.00246516,-0.0311004,0.0622815,-0.152381,0.0277778,0.0301753,0.0935466,-0.0402062,0.169101,-0.0262268,-0.0270986,0,0.112727,0.178854,0.0711775,0.0428398,0.034034,0.0356641,0.0888061,0.0157437,-0.0103866
0.0485668,-0.10538,0.113622,-0.200599,-0.00176606,-0.0349796,0.194107,0.0539368,0.29164,-0.00820863,0.0963188,-0.124837,-0.273538,-0.108392,-0.0636734,-0.045,0.0589353,-0.010565,0.134096,0.130838,0.1219,0.0191672,0.0268456,0.134174,0.181818,-0.129811,-0.0188517,-0.0730626,0.00420466,0.0591618,-0.135566,0.00699801,-0.161172,0.0953454,0.0463158,0.166963,-0.0989691,0.202921,-0.00846027,-0.00660966,-0.014226,0.0959091,0.216403,0.121265,0,-0.0070068,0.0591273,-0.0141792,0.00337367,0.00711684
-0.012739,-0.123066,0.087257,-0.158683,-0.0609273,0,0.0883882,0.0737756,0.111678,-0.0564944,0.175996,-0.116993,-0.264624,-0.124709,0.00734699,-0.0690001,-0.0285171,-0.00413406,0.0654464,0.0930318,0.113913,0.0237939,0.017897,0.126761,0.198864,-0.0834964,0.0077121,-0.00368992,-0.00911006,0.11175,-0.0143541,0.0181946,-0.0271062,0.107357,-0.0435089,0.136175,-0.0474227,0.104535,0.0236886,-1.99e-07,-0.0192468,0.110909,0.287549,0.185413,0.0483754,0.0254256,0.101361,0.0462687,-0.00899628,0.0500097
0.00557318,-0.0257922,-0.0395479,-0.182635,-0.107726,0.00925925,0.0277296,0.00433984,-0.0185067,-0.105746,0.113464,-0.205882,-0.15766,-0.0815851,0.112653,-0.087,-0.13308,-0.0656867,-0.0910754,0,0.0542244,0.0158625,0.0298285,0.146034,0.0994317,-0.0508806,0.0411312,0.0900369,-0.064471,0.0394411,0.0717703,0.0293913,0.0886447,0.126126,-0.150877,0.132031,-0.0340206,0.132975,0.149746,0.00330448,0.0665273,0.124091,0.34585,0.170475,0.0438025,0.02002,0.0793056,0.0238806,0.0106831,0.0865551
