DD1[][0],DD1[][1],DD1[][2],DD1[][3],DD1[][4],DD1[][5],DD1[][6],DD1[][7],DD1[][8],DD1[][9],DD1[][10],DD1[][11],DD1[][12],DD1[][13],DD1[][14],DD1[][15],DD1[][16],DD1[][17],DD1[][18],DD1[][19],DD1[][20],DD1[][21],DD1[][22],DD1[][23],DD1[][24],DD1[][25],DD1[][26],DD1[][27],DD1[][28],DD1[][29],DD1[][30],DD1[][31],DD1[][32],DD1[][33],DD1[][34],DD1[][35],DD1[][36],DD1[][37],DD1[][38],DD1[][39],DD1[][40],DD1[][41],DD1[][42],DD1[][43],DD1[][44],DD1[][45],DD1[][46],DD1[][47],DD1[][48],DD1[][49]
0.295785,0.450442,0.92437,0.383164,1.45375,1.14712,1.05035,1.02018,0.825527,1.83022,1.25915,0.966285,1.12642,0.775969,0.65625,1.10639,0.727117,0.269203,0.570699,0.0972173,-0.0110561,0.117778,0.226581,-0.00660492,-0.000790453,0.110022,-0.0275373,0.181464,0.00637389,0.0333779,0.182317,-0.0551681,0.150748,0.0102249,0.11234,0.097093,0.131935,0.0694534,0.247068,0.125936,0.848202,1.0963,1.49716,0.495093,1.03319,1.55068,1.40954,0.192447,-0.076463,-0.0508475
0.192092,0.262022,0.506603,0.104499,1.55782,1.17495,0.947917,0.964392,0.816159,1.52798,1.12019,1.10941,0.991783,1.02681,0.766006,1.21691,0.797263,0.461595,0.572062,0.042597,0.0118185,0.158889,0.223379,-0.0468956,-0.0577075,0.143246,-0.131393,0.143302,-0.0913599,0.102136,0.146676,-0.0475586,0.158803,-0.0259031,0.141444,-0.0186046,0.1669,0.0398715,0.273651,0.0673928,0.823914,1.03457,1.20794,0.427481,1.22866,1.36741,1.17252,0.277415,-0.0608582,-0.0140015
0.104812,0.256133,0.19928,-0.0275762,1.6124,1.08151,0.86632,0.804154,0.744731,1.27547,1.0338,1.23982,1.02149,1.09382,0.706555,1.1633,0.785287,0.668617,0.486882,0.0398487,0.0590925,0.101667,0.128903,-0.0250991,-0.0150197,0.0778865,-0.214791,0.0989098,-0.0134561,0.0380508,0.0836191,-0.103361,0.139816,-0.00886167,0.0890571,-0.106977,0.14965,0.0456591,0.221267,0.108237,0.958898,0.969383,0.760869,0.315158,1.18151,1.05144,0.944415,0.228758,-0.00416127,0.0689021
0.0227527,0.257442,0.00360132,0.0159652,1.65264,0.931412,0.713542,0.713947,0.592506,1.044,0.805634,1.27417,1.02971,1.12255,0.682927,0.945567,0.754491,0.811265,0.52368,0.0419099,0.0442243,0.13,0.0664532,0.0422721,0.102767,0.025599,-0.146342,0.0771027,0.0892351,-0.00734312,0.148047,-0.0367788,0.0690448,0.00204494,0.0302677,-0.0825582,0.182751,-0.00192937,0.139953,0.155208,0.94255,0.900741,0.555765,0.162487,1.12223,0.798573,0.799685,0.0907771,0.000260073,0.068165
-0.196568,0.219496,-0.105642,0.00435413,1.45883,0.739563,0.479167,0.6546,0.565574,0.92922,0.456338,1.24746,0.966498,1.01436,0.675305,0.832577,0.560308,0.932699,0.55707,0.0360699,0.0175371,0.0766666,0.164131,0.00330251,0.150988,-0.00108958,-0.0582218,0.055296,0.0566572,0.0620829,0.132968,-0.00760938,0.140967,0.00749824,-0.0378346,-0.0453489,0.20979,0.0514469,0.0406567,0.174268,0.913125,0.751605,0.457467,-0.0250818,1.18888,0.666307,0.897221,0.116921,0.0814044,0.0845615
-0.140619,0.165195,0.0756302,0.0740204,1.11008,0.486083,0.326389,0.571514,0.351288,0.748446,0.404695,1.14822,0.820481,0.958832,0.608232,0.801237,0.502994,0.871982,0.65247,0.0827893,0.0640488,0.0533333,0.181745,-0.0178335,0.166799,0.0778865,0.0157355,0.0693148,0.104108,0.0747664,0.149417,0.0412175,0.105869,0.108384,-0.0908033,0.0395349,0.137529,0.138264,-0.045348,0.183118,0.831854,0.684938,0.425331,-0.0327154,1.29557,0.635185,1.02569,0.0268701,0.0127439,0.0860353
-0.0622902,0.156689,0.154862,0.129173,0.888067,0.101392,0.170139,0.564392,0.310305,0.615495,0.298591,0.974555,0.629583,0.887985,0.379573,0.741031,0.656972,0.696416,0.623169,0.0992786,0.113992,0.0544444,0.147318,-0.107662,0.201581,0.143791,0.0747443,0.084891,0.0424928,0.0186916,0.0603153,-0.00887761,0.119102,0.141104,-0.0651921,0.080814,0.124476,0.0881029,0.0570759,0.125255,0.736105,0.596543,0.446125,0.0730643,1.3314,0.725308,0.982171,0.0145244,-0.0200259,0.0090273
-0.0660202,0.0291136,0.187275,0.0406386,0.762257,0.0964215,0.282986,0.506232,0.259953,0.462458,0.212206,0.706107,0.451327,0.902346,0.397866,0.628866,0.815227,0.693489,0.546167,0.0573685,0.171559,0.0355555,0.10008,-0.162483,0.0450593,0.178104,0.0102281,0.0249222,-0.0191219,0.00066753,-0.0027416,0.0418516,0.0932106,0.0613498,0.0256111,-0.0226744,0.159441,0.106109,0.0758405,0.125936,0.53433,0.462222,0.336484,0.0926936,1.26133,0.79317,0.9785,-0.0123456,-0.0616385,0.0046058
-0.0675122,0.0925745,0.213685,0.0391873,0.678538,-0.076541,0.38368,0.335312,0.17096,0.333333,0.169953,0.639313,0.384324,0.761608,0.396342,0.480413,0.895637,0.731529,0.508688,-0.0333219,0.168128,0.00111115,0.0368294,-0.0964333,0.0577076,0.122004,0.0102282,-0.038162,0.0254956,-0.042056,-0.0582591,0.00507292,0.0667434,-0.0136333,0.0442375,-0.027907,0.132867,0.106752,0.078968,0.0279102,0.340962,0.365926,0.162571,0.051254,1.04979,0.754052,0.685894,-0.00145246,-0.0442132,-0.00221072
-0.07721,0.157998,0.294118,-0.0319303,0.637835,0.0159046,0.505208,0.224926,0.250585,0.183166,0.0929575,0.602417,0.481669,0.575874,0.348323,0.376495,0.75278,0.815655,0.380579,-0.026108,0.0629051,0.0205555,-0.00480381,0.00264207,0.0869565,0.0958603,-0.0157357,0.0062305,0.0439093,-0.0941255,-0.0493488,0.0412174,0.079977,-0.0988411,0.0593714,0.0418605,0.115151,0.036656,0.116497,-0.0142954,0.0957497,0.22963,0.225898,0.0141766,0.891728,0.634536,0.485055,-0.0217866,-0.0114434,-0.0143699
-0.0966058,0.256788,0.418968,-0.134978,0.568455,0.11829,0.467014,0.075371,0.185012,0.16021,0.0892017,0.564885,0.548673,0.381522,0.442073,0.272577,0.532934,0.781273,0.320613,-0.00206116,0.0411743,-0.0294444,0.0112089,0.0673712,-0.0229249,-0.0702616,-0.0558614,0.0272586,-0.0290369,-0.0380508,-0.114462,0.000634164,0.0868815,-0.113156,0.0360884,0.0819768,0.0596737,-0.00514469,0.0977327,-0.0224643,-0.00794027,0.135803,0.229679,-0.0327154,0.739463,0.515021,0.313057,0.0726218,0.0564369,0.00552686
-0.0704962,0.269218,0.372149,-0.142235,0.425532,0.188867,0.282986,0.0919883,0.133489,0.148733,0.146479,0.492366,0.636536,0.252274,0.605183,0.580206,0.29769,0.727871,0.349234,0.0401923,-0.0373618,-0.0333332,0.0032025,0.116248,-0.0339921,-0.12146,0.0668765,0.0825546,-0.0538245,0.0267024,-0.0404386,-0.00253636,0.0903337,0.0354465,0.0227008,0.0924419,0.0121212,0.044373,0.0953871,-0.0918992,-0.013545,0.16642,0.263705,0.0741547,0.524763,0.404366,0.286314,0.0944081,0.0491549,0.00829033
-0.106304,0.243049,0.218487,-0.053701,0.333487,0.141153,-0.0121528,0.190504,0.159251,0.0942133,0.147418,0.594784,0.494943,0.439923,0.543445,0.734433,0.294269,0.607169,0.383987,0.0982479,-0.0560428,-0.0116667,0.00480387,0.0620872,0.0442689,-0.168845,0.0511408,0.193925,-0.0949009,0.0313753,-0.0404386,-0.0164869,0.0379746,0.104976,0.0931315,-0.00406982,0.0904429,0.089389,0.0781863,-0.0558202,0.111163,0.127407,0.303403,0.23446,0.379083,0.317701,0.273204,0.111111,0.0808842,-0.00276347
-0.174935,0.047432,0.127251,0.00870827,0.212304,0.148111,-0.118056,0.143027,0.0339578,0.149689,0.206573,0.548346,0.361568,0.595979,0.634146,0.862268,0.427716,0.4594,0.375809,0.172106,-0.022112,0.0316667,-0.0344275,-0.0587846,0.0790515,-0.167211,-0.0495673,0.173676,-0.104816,0.0447263,1.05e-07,0.0291693,-0.0281934,0.109066,0.118743,-0.097093,0.147319,0.115113,0.0086006,0.015657,0.135451,0.170864,0.18431,0.34133,0.238936,0.211368,0.263241,0.0275962,0.0452537,0.010501
-0.207758,-0.000981286,0.0216086,-0.133527,0.086494,-0.0775348,-0.102431,0.158457,-0.058548,0.0970827,0.0769951,0.462468,0.153603,0.766395,0.574695,0.77732,0.424294,0.413314,0.488245,0.119546,-0.0137247,0.0844445,0.0528423,-0.0587847,0.238735,-0.127996,-0.0566483,0.165109,-0.0679886,0.070761,0.0952708,0.0336082,0.00575374,1.05e-07,0.0873108,-0.131395,0.156643,0.0610933,-0.12197,0.0122531,0.0747314,0.157531,0.0680528,0.281352,0.168072,0.0860167,0.191924,-0.0239651,0.0660599,-0.00128959
-0.145841,-0.0297678,0.177671,-0.177068,0.0638298,-0.10835,-0.015625,0.116914,-0.001171,-0.0329985,-0.0215963,0.301527,0.159292,0.732886,0.386433,0.605773,0.520103,0.485004,0.409881,0.143937,0.0243995,0.0672222,0.130504,-0.126156,0.21502,-0.0773421,-0.147915,0.199377,0.075779,-0.00801065,0.121316,0.0190235,0.0270425,-0.00954328,0.135623,-0.0959302,0.120746,0.0327973,-0.13448,0.0360791,0.0280242,0.0864198,0.113421,0.17121,0.203109,0.0127512,0.172522,-0.0283225,0.093108,0.013633
-0.0593063,-0.0343475,0.230492,-0.133527,0.103608,-0.114314,0.0798611,0.112166,-0.0456675,-0.0396939,0.00563371,0.220738,0.194058,0.621829,0.32622,0.402887,0.52438,0.311631,0.354004,0.0748882,0.0606177,0.117778,0.119295,-0.172391,0.10751,0.00381259,-0.175452,0.15109,0.108357,-0.0854473,0.0952708,-0.0336081,0.0258918,0.0497615,0.156577,-0.0395348,0.0149185,-0.0681672,-0.0781861,0.000680773,0.0943485,0.08,0.130435,0.0370774,0.142518,-0.0466825,0.116413,-0.0646331,0.137321,0.0889831
0.0100708,-0.103696,0.109244,0.00290276,0.136448,-0.128231,0.0850695,0.24273,0.107728,-0.0329986,-0.0985917,0.172392,0.243363,0.420775,0.317073,0.402887,0.430282,0.315289,0.367632,0.0233595,0.028212,0.100556,0.11289,-0.155878,-0.0142291,0.0152505,-0.0574352,0.141745,0.0800282,-0.0674232,0.0719672,-0.0741914,0.070771,-0.0593047,0.130384,0.101163,-0.0568764,-0.00385855,-0.0117278,-0.0714771,0.0289585,0.0923458,0.0519848,-0.0654307,0.145153,-0.0401988,0.121133,-0.013798,0.104031,0.0932203
-0.080194,-0.182205,-0.0708283,0.140784,0.230342,0.0218688,-0.00520833,0.378042,0.0784544,-0.0272596,-0.0732395,0.143766,0.171934,0.348971,0.273628,0.253608,0.394354,0.278713,0.358092,-0.00583994,0.0480366,0.0861113,0.0504405,-0.103038,-0.0877471,0.102396,-0.0424863,0.155763,0.0318696,-0.00200269,0.069911,-0.0843373,0.0667433,-0.0613497,0.156577,0.0052325,-0.0270396,-0.022508,0.0430024,0.0333561,-0.0121439,0.0256789,-0.0340264,-0.089422,0.148841,-0.0443051,0.163608,0.0660858,0.0806242,0.108143
-0.069004,-0.245666,0.032413,0.0203194,0.267807,0.0795229,0.0104167,0.353116,0.0175643,0.102822,0.00281692,0.140585,0.146018,0.256103,0.383384,0.172784,0.366125,0.234089,0.275639,0.0972173,0.100267,0.112778,0.1249,-0.0178333,-0.0134387,0.0571893,-0.00550751,0.157321,0.00849845,0.0493992,0.0753942,-0.154724,0.0276179,-0.0429448,0.173457,0.0831395,-0.030303,-0.0218649,0.160282,0.143635,-0.0644559,0.0162963,-0.0689981,0.0741548,0.120917,-0.00929334,0.065548,0.112564,-0.00546163,0.0904569
-0.0936218,-0.0938829,0.109244,-0.0493468,0.206291,0.0477136,0.0538195,0.24273,-0.141686,0.181253,0.000938791,0.131043,0.096713,0.258976,0.354421,0.110928,0.177074,0.222385,0.25247,0.0793542,0.139535,0.0622223,0.168935,0.0785997,0.0656127,0.0419388,0.061369,0.161994,0.00141637,0.0480642,0.11035,-0.120482,0.0460298,-0.132243,0.114086,0.00232554,0.0801865,-0.0694533,0.20172,0.168142,-0.0817375,-0.0780246,-0.0775048,-0.0632497,0.114858,0.0914199,0.0561091,0.167756,-0.0681403,0.0434782
-0.0324505,0.0336931,0.202881,0.0246735,0.196577,0.138171,0.0538195,0.202374,-0.216628,0.165949,0.129577,0.0877862,0.0644754,0.143131,0.260671,0.0647424,0.1574,0.214338,0.111414,0.109241,0.133054,-0.09,0.186549,0.0951123,0.0616602,0.0108931,0.0755311,0.189252,0.0913598,0.0594126,0.0719671,-0.105263,0.0402762,-0.0954328,0.0750873,0.0186046,0.0745922,0.0122187,0.197029,0.21307,0.0228865,-0.124938,0.0708883,-0.0327154,0.138567,0.111735,0.00524383,0.228032,-0.0546164,0.020818
-0.00335696,0.0179916,0.109244,0.11611,0.209066,0.168986,0.092014,0.181009,-0.216628,0.133429,0.233803,0.0846055,0.017067,0.0856868,0.199695,0.178557,0.0966639,0.177762,0.0814311,0.132257,0.0495616,-0.0944444,0.17454,0.0521798,0.114625,0.0746187,0.125885,0.0638631,0.0134561,0.000667726,0.0109664,-0.102727,-0.0120829,-0.0381731,0.000582105,0.0424419,0.0848485,-0.0218649,0.209539,0.130021,0.0677254,-0.0834568,0.174858,0.0327154,0.140674,0.0912039,0.0220241,0.0479303,-0.029909,0.0281872
-0.0346886,-0.0827608,0.0120048,0.107402,0.113321,0.00298211,0.0104168,0.156083,-0.160422,0.057867,0.153052,0.0400764,-0.0518331,0.0828147,0.103659,0.236289,0.130026,0.16752,0.108688,0.0687049,-0.0640487,-0.136111,0.0640513,0.127477,0.0387352,0.0615468,0.102282,0.0950156,0.0162889,0.052737,-0.113091,-0.0570704,0.00230142,-0.162236,-0.064028,0.0639534,0.0484848,0.0443731,0.211102,0.00272299,0.0649228,-0.0508641,0.31569,-0.0174482,0.134089,0.0449537,0.0482432,-0.0580973,0.00910275,0.00331608
-0.110033,-0.0559371,-0.0576231,0.113208,0.0564292,0.0685884,0.0243055,0.154896,-0.111241,0.035868,0.0553991,0.0318066,-0.0600506,0.0866442,0.0457317,0.216495,0.149701,0.146306,0.0875639,0.00412222,-0.0709111,-0.146667,0.0128102,0.11823,-0.0616601,0.102396,0.0676633,0.0880063,0.0446175,0.118825,-0.0843042,-0.0253646,0.0235902,-0.0981595,-0.0797439,-0.0174419,-0.0209789,0.0154342,0.273651,-0.0653505,0.11957,0.00197531,0.335539,-0.00109057,0.142255,-0.0313378,0.130571,-0.0377632,0.0572172,0.0178702
-0.138381,-0.0755642,0.140456,-0.11611,0.144773,0.0139164,0.0902778,0.110979,-0.0538642,-0.00813012,-0.000939136,0.0521629,-0.0840707,0.137386,0.00990863,0.160413,0.0958085,0.132407,0.0507666,0.0704225,0.046893,-0.108333,0.0488391,0.114267,-0.0260871,-0.041939,0.0991345,0.0319315,-0.0446177,0.0894527,-0.0760794,-0.159163,0.066168,-0.0197683,0.064028,-0.0337208,-0.0452214,0.0546624,0.286943,-0.025868,0.1929,0.0474074,0.241966,0.0839694,0.0711277,-0.0265831,0.0749869,-0.0210602,0.0574773,0.0331614
-0.113018,-0.0166829,0.0804322,-0.203193,0.193339,-0.0129225,0.13368,-0.0409494,-0.0257611,0.00621708,-0.0657277,0.125318,-0.0828065,0.153662,-0.0419207,0.101856,0.0188195,0.116313,0.0337309,0.0463757,0.153641,-0.0927778,0.091273,0.0297227,0.0403163,-0.0310459,0.097561,-0.00934571,-0.0538246,-0.0153539,0.00685416,-0.149651,0.0218643,-0.0388548,0.11525,-0.175,-0.0293707,0.0437299,0.333855,-0.0306331,0.217655,0.0740741,0.112476,0.00545262,0.0139622,0.0192349,0.0949134,0.127088,0.0520156,-0.00571116
0.067512,0.0801439,0.0888354,-0.194485,0.182239,-0.0367794,0.267361,0.00296741,0.0480093,-0.0253469,-0.0807513,0.0807889,-0.0385588,0.137386,0.0106708,0.0746393,-0.0598801,0.076079,-0.021465,0.0851939,0.150591,-0.1,0.109688,-0.0125495,0.130435,0.00762518,0.0896931,0.0366045,0.0488668,-0.0700935,-0.0123372,-0.185796,0.0172611,-0.0518064,0.100699,-0.122674,-0.0736597,0.0726687,0.240813,0.113002,0.184026,0.121975,0.113422,-0.0556161,-0.0366174,0.0812621,0.0985842,0.221496,0.0143043,-0.0211865
0.121223,-0.129866,0.0336133,-0.127721,0.203053,-0.133201,0.246528,-0.0445102,-0.0163934,-0.061693,-0.120188,0.0998728,-0.0246523,0.0311153,0.119665,0.0350517,-0.105218,0.142648,0.0194207,0.147715,0.210827,-0.0511111,0.200961,-0.110964,0.203162,0.0702612,0.189614,-0.0638628,0.0509914,-0.136849,0.00479788,-0.199746,0.0109319,0.00408998,0.0756694,-0.0656976,-0.0261072,0.0327974,0.14699,0.197413,-0.00280243,0.157531,-0.0226843,0.0479825,-0.00658582,0.127296,0.111169,0.0922295,-0.00624185,-0.0740604
0.0108167,-0.222767,0.0672268,-0.164006,0.144311,-0.309145,0.0920139,0.0314541,-0.115925,-0.180296,-0.175587,-0.00826964,-0.105563,0.0732409,0.0525916,0.0655671,0.0171087,0.149963,-0.0146508,0.114394,0.181853,-0.0594444,0.18735,-0.0667107,0.223716,0.0648147,0.138474,0.0498443,0.124646,-0.0887851,-0.0705962,-0.103995,0.0218642,-0.0320382,0.015716,-0.0558139,0.013986,0.0604501,0.1681,0.110279,-0.098085,0.129877,0.0179584,-0.0632498,0.0642782,0.126864,0.0922916,0.0232389,-0.0720416,-0.0425571
-0.0309587,-0.0271509,0.193277,-0.111756,0.173913,-0.240557,0.104167,0.267656,-0.147541,-0.0760403,-0.141784,0.0298983,-0.0935525,0.122068,0.0609758,-0.0103092,-0.0230966,0.0855889,-0.0582624,0.146685,0.134197,-0.0888889,0.206565,-0.128798,0.146245,-0.0125274,0.116444,0.0708722,0.140935,-0.0493991,0.0205622,0.0266328,0.0143843,-0.00613491,0.0139696,0.0511629,-0.0102564,0.109325,0.236122,0.0231451,-0.0565156,0.141729,0.0822307,-0.0796074,0.13883,0.118651,0.0482433,0.043573,-0.0756826,-0.0127118
-0.0980977,0.0683678,0.286915,-0.0101596,0.357077,-0.085487,0.0364584,0.31276,-0.126464,-0.0932569,-0.0666668,0.0553435,-0.187737,0.0493058,-0.00914626,0.00453614,-0.0333617,-0.0336503,0.00579221,0.08966,0.184521,-0.0777778,0.172938,-0.0561425,0.126482,-0.0767975,0.0361919,0.183022,0.0637393,-0.0320427,0.0383825,0.0202918,0.0684696,-0.00817996,0.10943,0.0575581,0.0592074,0.113183,0.168882,0.0122533,-0.091546,0.174815,0.134215,-0.0174483,0.151475,0.0972552,-0.0445726,-0.0108932,-0.0457737,0.0110537
-0.0555762,0.112856,0.15006,0.123367,0.481036,0.0974154,0.095486,0.274778,-0.0515224,0.0148254,-0.0187794,0.0502545,-0.17952,-0.0272858,-0.047256,0.0919589,0.000855429,-0.00438917,0.0146508,0.0192373,0.152116,-0.0577778,0.226581,-0.0191546,0.105929,0.00816972,0.00786776,0.165109,0.023371,-0.0387183,0.136395,-0.0329739,-0.0138091,0,0.128638,0.0232558,0.0568764,0.131833,0.148553,-0.0755617,-0.0691266,0.0928395,0.137996,0.0654306,0.143572,0.0650529,-0.031463,0.11329,0.0254877,-0.00221079
0.0883998,0.232581,0.0936374,0.0972424,0.468085,0.223658,0.109375,0.255787,-0.0374707,0.0674319,-0.00845077,-0.043257,-0.132743,0.0761129,0.000762259,0.0911341,-0.0692898,-0.0614484,-0.0923339,0.0103057,0.0568052,-0.0566667,0.184147,0.0217966,0.0909092,0.0757078,-0.0204564,0.137072,0.0424927,0.0327104,0.112406,0.0196576,0.0437283,0.0347649,0.0669382,0.12093,0.0293706,0.14791,0.107115,-0.0142953,-0.0345633,0.0365433,0.188091,-0.103599,0.0829823,0.0345796,0.00262202,0.206246,0.0912873,0.000736975
0.0324506,0.0677134,-0.0960384,0.0783744,0.422757,0.256461,-0.03125,0.144214,-0.00819673,0.0903873,-0.0995305,0.00699752,-0.011378,0.126855,0.00838422,0.157113,0.0359281,-0.0468178,-0.108007,-0.000343647,0.147541,-0.0233333,0.207366,-0.02642,0.137549,0.184096,0.0952006,0.0428349,0.0488668,0.0126836,0.178204,0.027267,0.0759493,0.119291,0.0116414,0.143023,0.0251748,0.163987,0.0664583,0.0687543,-0.00794036,0.0138272,0.177694,-0.038168,0.0790305,-0.0237735,0.054536,0.0668119,0.123797,-0.0228445
0.0220068,-0.0179915,-0.115246,-0.088534,0.357077,0.201789,-0.15625,0.0635017,0.0409835,0.0894309,-0.10892,-0.0591603,-0.034134,0.169938,-0.0426827,0.144743,0.146279,0.159473,-0.19523,0.0707659,0.105223,-0.105556,0.207366,-0.0911492,0.163636,0.159586,0.113297,-0.0179127,0.0148725,9.82e-08,0.129541,0.0532656,0.0868814,0.107703,-0.125146,0.141279,0.00512821,0.162701,0.0234559,0.00884954,0.0541803,-0.0543209,0.167297,-0.178844,0.102476,-0.0715365,0.113267,0.0152505,0.0390118,0.0178702
