PD1[][0],PD1[][1],PD1[][2],PD1[][3],PD1[][4],PD1[][5],PD1[][6],PD1[][7],PD1[][8],PD1[][9],PD1[][10],PD1[][11],PD1[][12],PD1[][13],PD1[][14],PD1[][15],PD1[][16],PD1[][17],PD1[][18],PD1[][19],PD1[][20],PD1[][21],PD1[][22],PD1[][23],PD1[][24],PD1[][25],PD1[][26],PD1[][27],PD1[][28],PD1[][29],PD1[][30],PD1[][31],PD1[][32],PD1[][33],PD1[][34],PD1[][35],PD1[][36],PD1[][37],PD1[][38],PD1[][39],PD1[][40],PD1[][41],PD1[][42],PD1[][43],PD1[][44],PD1[][45],PD1[][46],PD1[][47],PD1[][48],PD1[][49]
-0.202381,0.263305,0.0682594,0.262411,-0.161739,0.0753322,0.233409,0.0728744,0.0431779,0.217949,0.0735091,-0.0614524,0.238462,-0.222,-0.0922508,0.234818,-0.0692308,-0.00111233,-0.00886268,0.268571,-0.1,0.253406,0.0806697,-0.0255319,-0.04,-0.139471,-0.0713306,-0.0532545,0.0229357,0.0964797,-0.195936,-0.00723336,-0.0604168,-0.471154,0.125454,0.0860806,0.0172873,0.0760869,0.10192,-0.0346085,-0.315686,0.169951,-0.0813252,0.171053,-0.206422,-0.209091,0.722589,0.731429,0.478521,0.865685
-0.316667,0.336134,-0.0955632,0.0354609,-0.269565,0.134416,0.288329,0.0121456,-0.271157,0.150641,0.0790569,-0.106145,0.107692,-0.266,-0.121771,0.211539,-0.117582,-0.120133,0.029542,0.232381,-0.127957,0.213896,-0.0563166,-0.0617021,-0.090909,-0.134913,-0.11797,-0.00946745,-0.103976,0.139504,-0.117562,-0.0325497,-0.16875,-0.274038,0.0781818,0.0604395,-0.0611702,0.143478,0.0546529,0.0728597,-0.301961,0.0714287,-0.162651,0.283835,-0.105505,-0.209091,1.06077,0.794286,0.598401,0.652254
-0.271429,0.260504,-0.197952,-0.102837,-0.248696,0.0812407,0.418764,-0.11336,-0.398964,0.201923,0.134535,-0.153631,0.146154,-0.328,-0.0430504,0.151822,-0.0747253,-0.12347,0.0206794,0.0533333,-0.067742,0.137602,-0.0517505,-0.0329786,-0.138182,-0.13856,0,-0.0733728,-0.00305816,0.101695,-0.108853,-0.166365,-0.0208334,-0.242788,0.107273,-0.040293,0.0359043,0.0869565,-0.0295421,0.222222,-0.25098,-0.0714285,-0.0602409,0.225564,-0.0481652,-0.0945455,0.931308,0.870476,0.846154,0.265869
-0.0738096,-0.00280104,-0.269625,-0.205674,-0.224348,0.155096,0.279176,0.206478,-0.16753,0.121795,0.184466,0.0530727,0.184615,-0.278,0.00122999,0.0809717,-0.0901099,-0.0923247,0.0709009,-0.0600001,-0.0150538,0.079019,0.0273971,-0.0606382,-0.0642423,-0.0738377,0.14952,-0.133728,0.0351681,0.095176,-0.101597,-0.0289331,0.0895833,-0.103365,-0.0345454,-0.261905,0.192819,0.143478,-0.0649925,0.105647,-0.152941,-0.20197,0.0873494,0.0695488,-0.0481652,0.107273,0.912814,0.859048,0.982018,0.289788
0.192857,0.140056,-0.259386,-0.0496454,0.0539131,-0.0901036,0.135011,0.251012,-0.0811745,0.230769,0.17337,0.131285,0.346154,-0.246,-0.0295203,0.0951417,-0.0648352,-0.100111,-0.0251109,0.0323809,-0.0139786,-0.00953681,0.0441399,-0.0829786,-0.0921211,-0.0264357,0.148148,-0.0852072,0.12844,-0.0704041,-0.121916,0.115732,0.108333,-0.0120191,-0.0909091,-0.150183,0.0731384,0.0630434,-0.129985,0.0910746,-0.188235,-0.248768,0.13253,-0.0169174,0.116973,0.216363,0.807133,0.87619,0.762238,0.227231
0.169048,0.17367,-0.1843,0.0248227,0.067826,0.0369276,0.141876,0.133603,-0.1019,0.211538,0.425798,0.125698,0.292308,-0.196,-0.0713407,0.00607291,-0.0351647,-0.0133482,-0.0516988,0.0714287,-0.0107527,-0.178474,0.0776255,-0.182979,-0.101818,0.0793073,0.20439,0.00473373,0.107034,-0.102999,-0.124819,0.242315,0.05,0.230769,-0.285454,-0.184982,-0.0478724,0.143478,-0.0738553,0.00728597,-0.164706,-0.160098,0.0722892,-0.0601503,0.227064,0.203636,0.762219,0.674286,0.626374,0.606256
-0.0190476,0.0896359,-0.0784984,-0.12766,0.193043,0.0132938,0.0686499,0.0526315,-0.0535406,0.157051,0.350902,0.162011,0.223077,-0.152,-0.0332103,-0.0161943,-0.00219793,0.0789767,-0.121123,0.169524,-0.0645163,-0.355586,-0.0030442,-0.196808,-0.259394,0.139471,0.108368,-0.0449705,-0.0978594,-0.0391135,0.0362845,0.173598,-0.19375,0.348558,-0.223636,-0.014652,-0.132979,-0.0782609,0.0177252,-0.0856102,-0.235294,-0.0541871,0.0361447,-0.118421,0.254587,0.198182,0.643329,0.548572,0.430569,0.698252
-0.0690476,0.226891,0.0750853,-0.170213,0.0573913,-0.143279,-0.0251717,0.0890687,-0.229706,0.0641026,0.0707352,0.00837991,0.238462,-0.028,0.0725707,-0.0202428,0.0428572,0.124583,-0.172821,0.0980954,-0.0967743,-0.311989,-0.0471843,-0.153191,-0.241212,0.194166,-0.0137175,0.0449703,-0.215596,0.00260741,0.239477,0.0307413,-0.345833,0.300481,-0.0672728,-0.0604395,-0.107713,-0.16087,0.0413589,0.0382514,-0.235294,0.140394,0.0361447,-0.0714286,0.419725,0.121818,0.862615,0.6,0.278721,0.663294
-0.128571,0.313725,0.0682594,-0.244681,-0.0678261,-0.146233,-0.148741,0.00404849,-0.271157,-0.0576924,-0.101248,0.0530726,0.223077,0.094,0.0369004,-0.120445,0.0472526,0.159066,-0.0915805,0.0428572,0.0279569,-0.246594,0.0350074,-0.011702,-0.112727,0.152233,-0.144033,0.0615385,-0.143731,0.10691,0.28447,-0.0524412,-0.135417,-0.0649038,0.170909,0,0.0319149,-0.16087,0.0531758,-0.00910747,-0.113726,0.20936,-0.0602409,0.171053,0.327982,0.167273,0.770145,0.685714,0.266733,0.379945
-0.104762,0.22409,0.00682597,-0.0390071,-0.28,-0.184638,-0.272311,0.0809716,-0.195164,-0.160256,-0.167822,0.346369,0.203846,0.14,-0.0688807,-0.218623,0.0263735,0.0545051,0.0398817,0.00952391,0.0989245,-0.0694824,0.123288,0.0606384,0.0387881,0.0546946,-0.161866,-0.024852,-0.203364,0.200782,0.222061,0.0253164,0.0708332,-0.310096,0.201818,-0.010989,0.179521,-0.0782609,0.00738546,-0.00364299,0.0137254,0.110837,-0.120482,0.272556,0.183486,0.2,1.17966,0.758095,0.500499,0.49402
-0.0333334,0.588235,0.0887372,0.0212766,-0.332174,-0.0605615,-0.20595,0.11336,-0.271157,-0.23718,-0.234397,0.354749,0.2,0.128,-0.136531,-0.18421,0.0274725,-0.0645161,0.0841949,0.142857,0.112903,0.0122615,-1.14e-07,0.109575,0.038788,-0.0783956,-0.234568,-0.043787,-0.200306,0.134289,0.101597,0.159132,0.21875,-0.375,0.272727,0.135531,0.00398943,-0.0673913,-0.0635155,-0.0928962,0.190196,-0.103448,-0.159639,0.479323,0.112385,0.223636,1.24042,0.584762,0.436563,0.523459
-0.0523809,0.372549,-0.0102389,-0.00709224,-0.210435,-0.0457904,-0.196796,-0.0931174,-0.354059,-0.221154,-0.165049,0.28771,0.153846,0.054,-0.116851,-0.172065,0.00989009,-0.00667412,0.0679468,0.152381,0.117204,0.0231606,-0.0136988,-0.0202126,0.122424,-0.128532,-0.288066,0.0201183,-0.114679,0.0495437,0.00290281,0.222423,0.21875,0.0384617,0.0836364,0.058608,0.00132979,-0.0304349,-0.0945347,-0.0145719,0.280392,-0.157635,0.00301213,0.657895,0.0481651,0.152727,1.13474,0.706667,0.430569,0.615455
0.0833333,-0.112045,0.0477816,-0.219858,0.00869568,-0.0457904,-0.0205949,-0.129555,-0.302245,-0.233974,-0.131761,0.148045,0.238462,0.0120001,-0.00368997,-0.119433,-0.0373627,0.0578421,0.0649926,0.180952,0.0892472,-0.0653952,0.024353,-0.0489361,-0.00121201,-0.0893345,-0.281207,-0.060355,-0.186544,-0.0221643,-0.148041,0.034358,-0.0604167,0.206731,-0.0472727,0.021978,-0.125,0.00652174,-0.127031,-0.0145719,0.180392,-0.0714285,0.0873495,0.511278,0.174312,0.181818,0.870542,0.60381,0.418581,0.635695
0.266667,-0.162465,0.0648464,-0.340426,0.213913,-0.190546,0.132723,0.097166,-0.329879,-0.230769,-0.167822,0.0949721,0.230769,0.098,0.0258303,0.0263158,-0.00219776,0.166852,-0.0147711,0.00666668,0.060215,-0.0858312,0.0395736,-0.074468,-0.00848469,0.0191431,-0.21262,0.106509,0.0275229,-0.110821,-0.00145135,-0.265823,-0.227083,0.387019,-0.00727273,-0.117216,-0.147606,0.0456522,-0.124077,0.0673953,0.017647,0.0812808,0.0933737,0.135338,0.337156,0.176363,0.865258,0.56,0.528471,0.692732
0.257143,-0.00840331,-0.324232,-0.482269,0.210435,0.0635155,-0.00228832,0.165992,-0.236615,-0.346154,-0.0513177,-0.0363128,0.0461538,0.172,-0.0196802,0.0101216,0.00989001,0.143493,0.129985,0.0142858,-0.0150538,-0.212534,0.149163,-0.00744674,-0.0666665,0.0510482,-0.101509,0.145562,0.0840978,-0.0769232,0.146589,-0.479204,-0.354167,0.158654,-0.0381818,-0.0494505,-0.113032,0.071739,-0.206795,0.0528233,-0.0960785,0.105911,0.0240963,0.133459,0.373853,0.0945454,0.648613,0.523809,0.642358,0.543698
0.278571,-0.02521,-0.348123,-0.262411,0.151304,0.0635155,0.0526316,0.157895,-0.115717,-0.326923,-0.12344,0.0921789,-0.00384615,0.164,-0.00984001,-0.0445344,-0.0747253,0.0411568,0.162481,-0.0266666,-0.108602,-0.0599456,0.273972,0.0968086,-0.110303,0.0492252,-0.0274348,0.0994083,-0.0565749,-0.0638853,0.235123,-0.511754,-0.377083,-0.0841346,-0.0254546,-0.0934066,-0.0212766,-0.0500001,-0.11226,0.0327869,-0.247059,0.0418719,-0.219879,-0.0263157,0.341743,0.114545,0.603699,0.626667,0.892108,0.873045
0.0642857,0.238095,-0.136519,-0.173759,0.0121739,0.353028,0.00228832,0.307692,-0.0639032,-0.224359,-0.0679612,0.167598,-0.1,0.0759999,0.0319804,0.0323887,-0.0186813,0.0367074,0.115214,0.0914286,-0.0548388,0.092643,0.14003,0.0744683,-0.136969,0.0592526,-0.0438957,0.0650888,-0.0244649,-0.0769231,0.132075,-0.323689,-0.40625,-0.375,0.0272727,-0.122711,0.0146277,-0.236957,-0.0974889,-0.0710382,0.0313724,-0.0911329,-0.388554,-0.0714286,0.190367,0.0690909,0.468956,0.546667,0.744256,0.852806
-0.269048,0.092437,0.0784984,-0.0851066,0.158261,0.338257,-0.0572083,0.133603,0.0155441,-0.11859,-0.00693482,0.198324,-0.157692,0.092,0.0442804,0.0101214,-0.0131869,0.0689655,0.107828,0.101905,0,0.162125,0.070015,-0.0489361,-0.0739393,-0.0182315,-0.142661,-0.0260355,0.0840978,-0.0352022,0.0754717,-0.0307415,-0.241667,-0.216346,-0.0654545,-0.120879,0.0332447,-0.341304,-0.0236337,-0.0382514,0.103921,-0.0172414,-0.23494,-0.0150376,0.00688077,0.0636362,0.299868,0.632381,0.744256,0.690893
-0.180952,-0.02521,0.37884,0.0425531,0.0191304,0.205317,0.160183,-0.182186,0.112263,0.0576923,-0.112344,0.094972,-0.211538,0.0820001,0.0824108,0,0.0285715,0.111235,0.00147697,0.121905,0.0387096,0.277929,-0.0608829,-0.139362,-0.0351513,-0.0200547,-0.185185,-0.133728,0.0749234,-0.059974,-0.0464442,0.159132,-0.129167,-0.252404,0.0327273,-0.172161,0.105053,-0.236957,-0.0147711,-0.0837888,0.0490195,-0.0246306,0,-0.169173,-0.201835,0.123636,0.431968,0.430476,0.672328,0.678013
-0.0761905,-0.0392157,0.406143,0.397163,-0.14087,-0.0871493,0.0846681,-0.202429,0.12608,0.285256,-0.126214,0.122905,-0.253846,0.152,-0.0307503,-0.00809717,-0.00659345,0.0789766,-0.141802,0.0247619,0.0946236,0.22752,-0.0745814,-0.0957445,0.078788,-0.0246125,-0.0150892,-0.101775,0.0840978,0.0456323,-0.0551524,0.0831825,-0.0708334,-0.137019,0.0309091,-0.0989012,0.0226064,-0.254348,-0.0177254,0,0.147059,-0.0443349,0.11747,-0.206767,-0.130734,0.0963635,0.807133,0.329524,0.688312,0.633855
-0.261905,-0.128851,0.122867,0.514184,-0.266087,-0.104875,0.00686496,-0.299595,0.0397237,0.323718,-0.212205,-0.139665,-0.261538,0.0160001,-0.0270603,0.013158,-0.0109891,0.0344827,-0.124077,-0.0342858,-0.0107527,0.0735694,-0.0624049,0.0393619,0.0521213,0.0683684,0.0905349,-0.0804734,0.0779816,0.0208605,0.00145135,0.0415913,0.0687499,0.0240386,-0.114545,-0.0054945,-0.0359043,-0.178261,0.125554,0.24408,0.14902,-0.0172414,0.201807,-0.199248,0.123853,-0.0672729,0.862615,0.262857,0.632368,0.4977
-0.0904762,-0.288515,0.0887372,0.308511,-0.14087,-0.311669,0.020595,-0.396761,0.00863561,0.298077,-0.253814,-0.326816,-0.2,-0.0999999,-0.0615007,0.020243,-0.0373627,-0.0222469,-0.181684,-0.0199999,-0.0419355,0.0626702,0.00761021,0.0542554,0,0.0546946,0.0521262,-0.068639,-0.0458715,0.0365059,-0.0914368,-0.0831826,0.0104166,0.235577,-0.0781819,-0.0274725,-0.0970745,-0.0782609,0.626293,0.593807,0.327451,-0.0591133,-0.0210842,-0.0620301,0.288991,-0.0436364,0.793923,0.409524,0.742258,0.436983
0.0833333,-0.22409,-0.0716723,0.223404,-0.238261,0.0132939,-0.118993,-0.206478,-0.0500863,0.330128,-0.145631,-0.27095,-0.203846,-0.192,-0.0664207,-0.0172065,0.010989,0.0200223,-0.293944,0.052381,0.0182794,-0.072207,-0.0730594,0.0861702,-0.0557574,0.0218778,0.00685879,0.0366864,0.0550457,0.00391127,-0.235123,-0.103074,-0.179167,0.427885,-0.0618182,0.025641,-0.142287,0.106522,0.915805,0.861566,0.684313,-0.110837,-0.171687,0.101504,0.344037,-0.0272728,0.92074,0.563809,0.78022,0.25667
0.116667,-0.0420168,-0.0853242,0.0780141,-0.0330434,0.276218,0.0297483,-0.190284,0.0120898,0.112179,-0.0568654,-0.156425,-0.276923,-0.114,-0.124231,-0.0576923,0.0043956,-0.0467186,-0.249631,0.032381,-0.0311829,-0.222071,-0.0289195,0,-0.00848469,-0.0683683,-0.0205762,0.113609,0.152905,0.011734,-0.172714,-0.101266,0.0416666,0.586538,0.0163635,0.054945,-0.239362,0.147826,0.918759,0.876138,0.649019,-0.0566502,-0.11747,0.218045,0.229358,0,0.976222,0.727619,0.704295,0.376265
0.3,0.246499,-0.221843,-0.0531915,-0.0678261,0.225997,0.0526316,-0.198381,0.119171,0.0192307,-0.076283,0,-0.307692,-0.098,-0.102091,-0.100202,0.0791208,-0.0355951,-0.163959,-0.00380951,-0.124731,-0.123978,-0.063927,-0.0734042,-0.021818,-0.112124,-0.0397806,0.222485,0.103975,-0.0912646,-0.0319303,-0.0524412,0.05625,0.365385,0.229091,0.018315,-0.0678191,0.0869565,0.680945,0.550091,0.617647,-0.0566502,0.0632531,0.266917,-0.0229357,0.0163636,0.97358,0.954286,0.614385,0.49218
0.483333,0.29972,-0.191126,0.0744679,-0.269565,0.116691,-0.121282,-0.0283402,0.0708118,0.0416666,0.0540916,0.0921788,-0.0076923,-0.0180001,-0.0627306,-0.055668,0.0186812,0.0211346,-0.174298,0.0142857,-0.137634,-0.0926431,0.0608826,-0.123404,0.0654547,-0.146764,0.0466392,0.183432,-0.0229359,-0.138201,-0.011611,-0.235081,0.0541666,0.139423,0.0963636,0.0659341,-0.0984043,-0.0478261,0.308715,0.176685,0.441176,0.0763547,0.153614,0.233083,-0.0825689,-0.0400002,0.912814,1.03619,0.474525,0.565778
0.359524,0.176471,-0.0716724,0.102837,-0.213913,-0.0103397,-0.0778032,-0.101215,-0.129534,0.0897436,0.0429959,0.094972,0.0192308,-0.172,0.107011,0.0293522,0.0648352,0.121246,0.0192022,-0.0114285,-0.223656,-0.0463216,0.0487061,-0.139362,0.0763637,-0.144029,0.00411525,0.132544,-0.0733946,-0.294655,0.0275762,-0.17179,0.222917,0.0216347,0.14,0.181319,-0.0571808,-0.130435,0.135894,0.0273224,0.290196,0.216749,0.394578,-0.0676691,-0.0366973,-0.12,0.669749,0.75619,0.206793,0.313708
0.226191,-0.0672268,0.122867,-0.106383,-0.286956,-0.146233,-0.130435,0,-0.222798,0.157051,0.0596394,-0.0111732,0.157692,-0.234,0.0762608,-0.107287,0.0285715,0.106785,0.0413589,0.0742858,-0.216129,0.0408719,-0.0700153,-0.169149,0.0557577,-0.208751,-0.141289,0.024852,-0.200306,-0.239896,-0.0725689,-0.0325498,0.0666667,-0.0528846,0.209091,0.285714,-0.0132979,-0.126087,0.159527,-0.145719,0.329412,0.221675,0.346386,-0.105263,0.116972,-0.169091,0.648613,0.487619,0.250749,0.168353
0.192857,-0.0812324,0.129693,-0.0744682,-0.22087,-0.0576072,-0.141877,0.0688259,-0.319516,0.314102,-0.0152566,0.00558658,0.442308,-0.244,0.093481,-0.154858,0.0461539,0.0367074,-0.0428362,0.158095,-0.0612904,0.0177111,-0.100457,-0.0872339,-0.0739393,-0.0200546,-0.219479,-0.00355041,-0.148318,-0.229465,-0.0304789,0.142857,-0.0291667,0.0432693,0.152727,0.357143,-0.0159574,-0.0695653,0.162482,-0.00546448,0.431372,0.17734,0.240964,-0.114662,0.178899,-0.134545,0.859973,0.420952,0.334665,0.129715
-0.0380952,-0.0700279,0.16041,0.14539,-0.0782609,-0.00443131,0.0366132,0.165992,-0.19171,0.0929487,-0.0929265,0.0335195,0.515384,-0.28,0.136531,-0.175101,-0.117582,-0.0478309,-0.0280651,0.12,0.0548386,0.0395095,-0.0958905,-0.0734041,-0.0363634,0.0929809,-0.0919066,0.105325,-0.0810398,-0.169492,0.00580552,0.117541,0.0979166,0.0721154,0.116364,0.192308,0.043883,-0.31087,0.0265879,-0.0400729,0.327451,0.0714286,-0.0240963,-0.0977443,0.174312,-0.129091,0.97358,0.415238,0.410589,0.451702
-0.214286,-0.159664,-0.0136518,0.0886524,0.0852174,-0.0930576,0.0915331,0.388664,0.136442,0.182692,-0.0651872,0.0558661,0.584615,-0.312,0.150062,-0.147773,-0.152747,-0.0111234,0.0782865,0.064762,0.173118,0.0463215,-0.0593609,0.0446809,-0.0363636,0.125798,-0.0205762,0.213018,0.00917425,-0.0964797,0.0769232,-0.0379747,0.152083,0.103365,0.0909091,-0.043956,0.118351,-0.467391,-0.0206795,0.00728588,0.331372,0.0517242,-0.13253,-0.0281955,0.16055,-0.00909108,0.910172,0.419047,0.62038,0.676173
-0.197619,-0.288515,-0.194539,0.0673759,-0.0782609,0.0251108,0.0137299,0.388664,0.222798,0.157051,0.134535,-0.00279324,0.646154,-0.198,0.164822,-0.076923,-0.16044,0,-0.0280651,0.0352381,0.176344,-0.0735695,0.0365297,-0.0819148,0.0424244,0.0711031,0.0548697,0.155029,-0.0244648,0.0495436,0.0667635,-0.253165,0.270833,0.00961538,-0.0454545,-0.177656,0.0359043,-0.369565,-0.0590841,0.136612,0.0137255,0.12069,-0.171687,0,0.107798,0,0.722589,0.451428,0.654345,0.832567
-0.00238097,-0.414566,-0.156997,0.0212766,-0.053913,0.0605612,0.0434783,0.0607287,0.326425,0.240385,0.350902,0,0.407692,-0.06,0.222632,-0.0253037,-0.0802198,0.0166853,0.0797635,0.0980953,0.147312,0.061308,0.0791475,-0.0670211,0.123636,-0.0164083,0.104252,0.0343195,0.0565749,0.160365,0.0261248,-0.330922,0.202083,-0.00240385,0.0109091,-0.239927,0.0571809,-0.254348,-0.0738553,0.209472,-0.129412,0.347291,-0.144578,-0.103383,-0.0504587,0.0527272,0.389696,0.348571,0.322677,0.74241
0.0761904,-0.492997,-0.0102389,0.0460992,-0.0782609,-0.0162483,0.0938215,-0.0850203,0.0984456,0.349359,0.34258,-0.0865922,0.223077,0.00999999,0.145141,-0.0951417,0.103297,0.0533927,0.186115,0.0609524,-0.0172044,0.104905,-0.0106544,-0.0776595,-0.021818,-0.0255242,0,0.00118332,0.0275228,0.194263,0.037736,-0.135624,-0.0354167,-0.141827,0,-0.203297,0.130319,-0.0739131,0.00886261,-0.010929,-0.158824,0.362069,-0.0451807,0.0319549,-0.142202,-0.0309091,0.339498,0.380952,0.296703,0.731371
0.204762,-0.246499,0.249147,-0.156028,-0.00173919,-0.0960119,0.0961099,-0.327935,0.0224524,0.307692,0.428571,-0.120112,0.361538,0.112,0.0701108,0.0263159,0.264835,0.0611792,0.202363,0.0295239,-0.125807,0.208447,0.0319634,-0.0606382,-0.0448484,0.0565178,-0.0754457,-0.0307694,0.0535167,0.0704041,0.0928883,0.20434,-0.1125,-0.223558,-0.149091,-0.208791,-0.0531915,0.108696,0.0428361,0.0765027,-0.158824,0.268473,-0.069277,0.159774,-0.087156,-0.123636,0.286658,0.478095,0.058941,0.604416
0.219048,-0.0672269,0.307167,-0.117021,-0.0156522,-0.169867,0.105263,-0.323887,-0.119171,-0.0192308,0.195562,0.00837991,0.303846,-0.022,-0.119311,-0.00303638,0.112088,0.225806,0.358936,0,-0.116129,0.354223,-0.101979,-0.0446807,0.0678789,0.144029,-0.0274348,0.0153845,0.0229357,-0.0391134,-0.0899855,0.405063,-0.179167,-0.252404,0.0672728,-0.043956,0.335106,0,-0.0472674,-0.00910747,-0.162745,0.288177,-0.186747,0.240602,0.139908,-0.247273,0.347424,0.434286,0.102897,0.602576
0.0976191,0.145658,0.307167,-0.287234,0.00521743,-0.296898,0.0938216,-0.0404859,0.0466321,-0.185897,0.0651872,0.0698325,0.238462,-0.154,-0.0602706,0.0718624,0.0626375,0.271413,0.435746,-0.0361904,-0.095699,0.365122,-0.039574,0.0712767,0.139394,0.144941,-0.170096,-0.0106509,0.0397553,-0.0704042,-0.0870827,0.341772,0.05625,-0.0192306,0.345454,0.265568,0.761968,0.108696,-0.070901,0.253188,-0.0137255,0.229064,-0.159639,0.146617,0.279817,-0.147273,0.389696,0.295238,0.226773,0.381785
0.00476185,0.372549,0.0273036,-0.237589,-0.217391,-0.299852,-0.162471,0.0688259,0.0328152,-0.137821,-0.0402218,0.178771,0,-0.118,-0.0098401,0.0718624,-0.0505495,0.126808,0.311669,0.0342856,0.0258064,0.167575,0.109589,0.019149,0.0593941,0.132179,-0.219479,0.0899408,-0.0840979,0.0182529,-0.153846,0.235081,0.185417,0.0528847,0.521818,0.591575,1.0133,0.0369565,-0.0339734,0.386156,-0.131373,0.0566503,0.054217,0.0582707,0.298165,-0.150909,0.410832,0.179047,0.198801,0.26219
0.0404762,0.392157,-0.0580205,-0.12766,-0.165217,-0.217135,-0.10984,0.0890688,0.360967,-0.173077,-0.126214,0.326816,-0.15,0.014,-0.0172201,0.02834,-0.154945,-0.0122358,0.345642,0.0685715,0.0774193,0.213896,0.226788,0.00425538,-0.0557574,0.128532,-0.0205762,0.121893,-0.0733945,0.170795,-0.124819,0.0632911,0.185417,0.221154,0.556364,0.739927,1.05851,-0.108696,-0.110783,0.245902,-0.256863,0.0665024,0.0542169,-0.00751866,0.204128,-0.105455,0.257596,0.112381,-0.0589412,0.0377185
-0.00476194,0.389356,-0.109215,-0.0531916,0.0573912,-0.0576071,-0.00915337,0.0688259,0.139896,-0.0224359,-0.214979,0.189944,-0.215385,-0.138,0.00245998,-0.0921052,-0.105494,0.0244716,0.215657,0.00952384,0.0645161,0.111717,0.219178,-0.0765957,-0.300606,0.135825,0.0356653,0.0887574,-0.186544,0.14472,-0.0566038,0,0.133333,0.158654,0.314545,0.542124,0.776596,-0.156522,-0.0221565,0.153005,-0.252941,-0.0270935,0.147591,-0.0169173,-0.0550459,-0.238182,0.257596,0.047619,-0.0129871,-0.103956
-0.161905,0.271709,-0.1843,-0.117021,-0.0330435,0.134416,0.00915337,-0.190283,0.0535406,-0.0480768,-0.0319001,0.120112,-0.130769,-0.0279999,-0.0233702,-0.115385,-0.0626374,0.0411568,-0.00886268,-0.0533334,0.0258064,-0.0190736,0.27245,-0.0882977,-0.230303,0.143118,0.171468,0.156213,-0.125382,0.0482399,-0.132075,0.110307,0.0229167,-0.0889423,-0.0327274,0.201465,0.0691489,0.00652174,0.00295415,0.0200364,-0.382353,-0.0985222,0.144578,0.0676691,-0.192661,-0.0927274,0.0462351,-0.0228571,-0.100899,-0.138914
-0.197619,0.29972,-0.245734,-0.106383,0.04,0.225997,0.0892448,-0.408907,-0.0293611,-0.0961538,-0.145631,0.282123,-0.05,-0.102,-0.151292,-0.124494,-0.0263736,0.135706,0.0531758,0.0342858,0.0430106,0.0245231,0.117199,-0.061702,-0.0375757,0.243391,0.222222,0.0911242,0.00917414,0,-0.105951,0.168174,0.00625,-0.0216346,-0.116364,0,-0.0518617,0.108696,0.0945347,-0.156649,-0.35098,-0.0172413,-0.00301193,0.0770677,-0.0986239,-0.00363652,0.0568031,0.0533334,-0.00699316,-0.0542778
-0.15,0.22409,-0.0887372,-0.117021,0.297391,0.087149,0.0160182,-0.481781,-0.0639032,-0.291667,0.0346741,0.301676,-0.0615385,0.0260001,0.0615006,-0.114373,0.139561,0.16129,0.116691,0.00761909,-0.0333334,0,-0.0197871,0.0202128,0.220606,0.220602,0.0823045,-0.0781065,0.0795106,-0.0391135,-0.00870822,0.0650994,0.09375,0.105769,-0.0509091,0.0531135,-0.12234,0.219565,0.097489,-0.0582879,-0.162745,0.0763548,-0.0512046,0.0150376,0,0.169091,-0.00396295,0.0571428,0.0989009,-0.0597975
0.00238097,0.288515,-0.00341308,-0.138298,0.394782,-0.184638,-0.0572083,-0.396761,-0.19171,0.0929487,0.195562,0.301676,-0.0884615,0.17,0.173432,0.0344129,0.0967033,0.0756396,0.0649925,-0.0104763,-0.0129034,-0.122616,0.0273971,0.0638299,0.326061,0.206016,0,-0.0745563,0.129969,-0.0677967,0.072569,-0.0632911,-0.01875,0.0552885,0.0527273,0.144689,-0.134308,0.026087,0.110783,-0.0601093,-0.0588236,0.0738916,-0.0361445,-0.0225564,0.00229357,0.189091,-0.0356672,-0.0666667,0.180819,0.00459982
0.0428572,0.0336135,0.324232,-0.180851,0.353043,-0.225997,-0.0411899,-0.368421,-0.146805,0.0608975,0.184466,0.120112,-0.0423077,0.218,0.132841,0.0860324,0.0153847,0.114572,0.124077,-0.0657142,-0.162366,-0.125341,-0.0898022,0.0148938,0.344243,0.0546947,0.0946503,-0.12426,0.0519877,-0.0782268,0.0609581,-0.0144665,-0.139583,0.161058,0.0690908,0.186813,0,-0.023913,-0.00886269,-0.17122,0.0470588,0.0123153,-0.171687,-0.0225564,0.0596331,0.0563636,0.00396295,-0.0361905,0.0669329,-0.0285188
0.0523809,-0.0672269,0.232082,-0.170213,0.325217,-0.172821,-0.0297482,0.02834,-0.34715,0.173077,0.217753,-0.164805,-0.0384616,0.056,0.0541206,0.123482,-0.131868,0.177976,-0.0428361,-0.00285717,-0.141936,-0.061308,-0.0319635,-0.0191488,0.18303,-0.11577,0.0233196,-0.281657,-0.0535169,-0.0821382,0.0493468,0.074141,-0.179167,0.137019,-0.00181818,-0.00915751,0.0558512,-0.1,-0.149188,0.0327869,0.0352941,0.0541872,-0.307229,-0.150376,-0.00688077,-0.210909,0.104359,-0.150476,-0.0029971,-0.0855565
