PD2[][0],PD2[][1],PD2[][2],PD2[][3],PD2[][4],PD2[][5],PD2[][6],PD2[][7],PD2[][8],PD2[][9],PD2[][10],PD2[][11],PD2[][12],PD2[][13],PD2[][14],PD2[][15],PD2[][16],PD2[][17],PD2[][18],PD2[][19],PD2[][20],PD2[][21],PD2[][22],PD2[][23],PD2[][24],PD2[][25],PD2[][26],PD2[][27],PD2[][28],PD2[][29],PD2[][30],PD2[][31],PD2[][32],PD2[][33],PD2[][34],PD2[][35],PD2[][36],PD2[][37],PD2[][38],PD2[][39],PD2[][40],PD2[][41],PD2[][42],PD2[][43],PD2[][44],PD2[][45],PD2[][46],PD2[][47],PD2[][48],PD2[][49]
-0.218935,-0.0961792,-0.0870969,-0.157718,-0.118314,0.192982,-0.289036,0.164234,-0.230769,0.135714,-0.0717949,-0.304462,0.20075,0.0594261,0.0492023,-0.12395,-0.00234746,0.144721,-0.204225,0.102591,0.0503599,0.0362623,-0.0425533,-0.0248227,-0.0476839,-0.190802,-0.0308125,0.0355829,0.104529,0.0244605,0.159639,-0.203279,0.0399159,-0.259912,0.0966543,-0.107081,0.0102828,0.0585106,0.0886243,-0.109177,-0.212291,-0.101538,-0.102719,0.136483,0.0692841,0.100935,0.899014,0.772234,0.803695,0.584362
-0.209467,-0.0961793,0.0903227,-0.184564,0.0243113,0.274854,-0.320044,0.0547446,-0.14239,0.203572,-0.0999999,-0.296588,0.485929,0.0860655,0.184841,-0.0808824,0.0774646,0.263345,-0.0816902,0.0176165,0.0551558,0.0864715,0.00759864,-0.0271868,0.0599455,-0.0851273,-0.0504203,0.0711658,0.191638,-0.185611,0.123494,-0.0491804,0.0399159,-0.251101,-0.070632,-0.0466321,-0.00771196,-0.0070922,0.239418,-0.0585443,-0.225326,-0.0861538,-0.0271904,0.0944881,0.157044,0.0654206,1.01232,0.952278,0.856813,0.555556
0.0177516,-0.114625,0.0580645,-0.110738,0.0340357,0.339181,-0.202658,0.346715,-0.204583,-0.0857143,0.0179488,-0.194226,0.422139,-0.165984,0.199468,-0.0336135,0.00821589,0.327402,0.0605634,-0.053886,0.0827338,-0.00557869,0.0531914,0.0189125,-0.0245232,0.0176125,0.0294117,0.165644,0.195122,-0.0978416,-0.0090362,-0.0278689,-0.0504203,-0.174009,0.0464684,0.0431779,-0.00385598,-0.106383,0.103175,0.0490507,-0.242086,0.190769,-0.141994,0.19685,0.235566,0.0411215,0.751231,0.713666,0.775982,0.36214
0.188166,0.0645586,0.0548387,-0.110738,-0.0794165,0.523392,-0.17165,0.215329,0.0409166,-0.135714,0.192308,-0.0603673,0.320825,-0.262295,0.0585107,0.108193,0.0539906,0.228944,0.0169013,0.0455958,0.0143885,-0.0697349,0.0501518,0.0449172,0.03406,-0.0234835,0.0350139,0.141104,0.172474,-0.0258992,-0.212349,-0.0344262,-0.205882,-0.301762,0.107807,0.215889,0.173522,-0.228723,-0.0806879,0.011076,-0.106145,0.32,-0.0483384,0.28084,0.203233,0.082243,0.726601,0.789588,0.884526,0.40535
0.195266,0.151515,0.264516,-0.14094,-0.183144,0.409357,-0.129568,-0.0255475,0.0638299,0.0142857,0.125641,-0.128609,0.193246,-0.0696723,0.203458,0.197479,0.156103,0.0581258,-0.139437,0.0424871,0.0359714,-0.0306833,0.0258357,-0.00354621,0.0163489,-0.0596869,0.134454,0.132516,0.179442,0.13813,-0.209337,-0.0377049,-0.443277,-0.30837,0.237918,0.307427,0.257069,-0.251773,-0.324074,0.121836,-0.0223465,0.332308,0.126888,0.430446,0.0323326,0.149533,0.743842,0.770065,0.743649,0.339506
0.263905,0.0566535,0.33871,0.0369127,-0.264182,0.222222,0.0675527,-0.171533,0.0605564,0.175,0.0538462,-0.128609,-0.249531,-0.106557,0.215426,0.184874,0.0997652,-0.0557533,-0.270423,-0.0010363,-0.00959224,-0.0334728,-0.0121582,-0.00827433,-0.103542,-0.132094,0.0294118,0.0073621,0.0696864,0.341007,-0.069277,-0.152459,-0.346639,-0.321586,0.1171,0.302245,0.158098,-0.287234,-0.402116,0.0253165,0.134078,0.12,-0.0362538,0.383202,0.166282,0.143925,0.581281,0.802603,0.616628,0.45679
0.214201,-0.0487484,0.212903,0.14094,-0.215559,-0.0380116,-0.0232558,-0.113139,0.0212766,0.107143,-0.00769224,0.00262471,-0.350844,-0.0471313,0.192819,0.193277,0.056338,8.91e-08,-0.295775,-0.0186528,9.01e-08,-0.0167363,0.0501519,-0.0153664,-0.0844686,-0.22407,0.0462185,-0.144785,-0.0069687,0.319425,-0.0346386,-0.144262,-0.228992,-0.277533,0.139405,0.205527,0.260925,0.120567,-0.201058,-0.0443037,0.134078,-0.144615,-0.0483385,0.283464,0.12933,0.138318,0.347291,0.874187,0.95612,0.360082
0.00828403,-0.146245,0.141935,0.265101,-0.134522,0.195906,0.109635,-0.423358,0.10311,0.239286,0.0179488,0.154856,-0.208255,0.0512295,0.281915,0.130252,0.00234737,0.0782919,-0.208451,-0.0476684,0.107914,0.112971,0.06231,0.0200945,-0.0435966,-0.197652,0.00140064,-0.244172,0.148084,0.141007,-0.0647591,-0.119672,0.0777311,-0.123348,0.0817844,0.145078,0.22108,0.329787,0.0343916,-0.142405,0.027933,-0.224615,-0.0725075,0.107612,0.189376,0.0579441,0.342364,0.893709,1.11547,0.37037
0.0437871,-0.0803689,-0.0225807,0.439598,-0.0405186,0.128655,0.109635,-0.0145986,0.0998363,0.0857143,0.15641,0.0866143,-0.114447,-0.0348362,0.257979,0.0987394,-0.0751174,0.11032,0.00281685,-0.0715025,-0.00839322,0.232915,0.0121581,0.113475,0.0108993,-0.00978477,-0.0602241,-0.180368,0.259582,0.0474821,0.0361445,-0.209836,0.365546,-0.229075,0.0260222,0.0984456,0.00257069,0.382979,0.095238,-0.193038,-0.0409683,-0.261538,-0.1571,0.120735,0.30254,-0.0411213,0.157635,0.624729,1.03695,0.335391
0.0508875,-0.080369,-0.0419355,0.261745,-0.147488,0.254386,-0.133998,0.0693431,0.306056,0.132143,0.110257,-0.107611,0.21576,0.0163934,0.0757979,0.0934874,0.0246478,-0.0391459,0.071831,-0.0611398,-0.0767386,0.295676,-0.12614,0.13948,0.040872,0.0528375,-0.110644,-0.0944784,0.186411,-0.113669,-0.0120482,-0.216393,0.504201,-0.160793,-0.144981,0.0656304,0.0038561,0.358156,0.14418,-0.221519,0.0130354,-0.396923,-0.102719,0.217848,0.147806,-0.102804,0.519704,0.56833,0.95843,0.3107
-0.24497,-0.00658771,-0.0290323,0.080537,-0.0145867,0.108187,-0.207087,0.215328,0.240589,0.232143,-0.0358973,-0.278215,0.27955,-1.49e-07,0.0478725,0.12395,0.0833333,0.034401,0.0309859,-0.0984455,-0.135492,0.32636,-0.167173,0.0591016,0.0245231,0.0381603,0,-0.00981595,0.226481,-0.0633092,0.128012,-0.3,0.52521,-0.306167,-0.0687733,0.0397237,0.00257069,0.297872,0.00793643,-0.174051,-0.102421,-0.307692,-0.108761,0.188976,-0.0946882,-0.162617,0.825123,0.466377,0.612009,0.166667
-0.39645,0.040843,-0.219355,0.090604,0.10859,0.131579,-0.0232557,0.0255475,0.0769231,0.132143,-0.174359,-0.209974,0.15197,-0.202869,-0.134308,0.0955882,0.0657276,0.0118625,-0.0422536,0.00310876,-0.121103,0.312413,-0.106383,-0.0791963,-0.020436,-0.0518592,-0.109244,-0.00245385,-0.00522651,-0.0230215,0.203313,-0.0262296,0.367647,-0.319383,-0.223048,-0.00518135,-0.111825,0.0709219,0.00925909,-0.196203,-0.102421,-0.230769,-0.0181269,0.0944881,-0.191686,-0.0654205,0.812808,0.368764,0.556582,0.102881
-0.36568,0.130435,-0.335484,0.147651,0.124797,0.0438596,-0.0764119,0.113139,0.0114566,0.153571,-0.120513,-0.0839894,-0.00187617,-0.25,-0.308511,0.106092,0.107981,0.0166074,-0.0169014,0.143005,-0.0131894,0.0711297,-0.0638299,-0.108747,-0.0177111,-0.191781,-0.105042,-0.0147239,-0.137631,-0.00431636,0.0963855,0.222951,0.155462,-0.22467,-0.152416,-0.0466321,0.0231362,0.0656027,0.0780423,-0.113924,0.0521415,0,0.0996978,0.0603674,-0.288684,-0.100935,0.472906,0.446855,0.759815,0.144033
-0.195266,-0.0329381,-0.245161,0.191275,0.0891409,0.137427,0.187154,0.00364962,0.145663,0.360714,-0.153846,-0.149606,-0.0506567,-0.127049,-0.253989,0.114496,0.245305,0,0.0197183,0.306736,0.107914,0,-0.0227965,-0.0130024,-0.0708446,-0.110568,-0.131653,-0.192638,-0.0696865,0.0100721,-0.0903614,0.277049,0.065126,-0.110132,-0.0762082,0.0500863,0.11054,0.0195035,0.149471,-0.0411392,0.132216,0.0769231,0.10574,-0.0262468,-0.120092,-0.125234,0.477832,0.535792,0.588914,0.253086
0.133728,0.0566535,-0.0677419,0.251678,0.183144,-0.00584795,0.127353,0.142336,0.0932897,0.314286,0.0282053,-0.220472,-0.0581614,-0.141394,-0.0252659,0.130252,0.265258,-0.0510081,0.114084,0.204145,0.056355,-0.0362621,-0.136778,0.0200944,0.0313352,0.0430528,-0.173669,-0.144785,-0.0644601,-0.0863309,-0.0421688,0.188525,0.0462185,-0.101322,-0.0204461,0.345423,0.1491,0.0230496,0.148148,0.0158228,0.256983,-0.16,0.271903,-0.186352,0.0554273,-0.194392,0.268473,0.698482,0.535797,0.220165
0.323077,-0.0118578,0.106452,-0.0268455,0.23825,-0.0643275,-0.063123,0.0182481,0.319149,0.289286,0.0153848,-0.354331,-0.0581614,-0.145492,0.0957448,0.0955882,0.33216,-0.137604,0.212676,0.0352332,0.0203838,-0.0390516,-0.206687,0.0543735,0.143052,0.090998,-0.0882354,-0.0343557,-0.132404,-0.00287764,-0.0632529,-0.0688525,-0.0336134,0.0286345,-0.17658,0.419689,0.113111,-0.0638298,0.0753969,0.132911,0.22905,-0.409231,0.302115,0,0.0854505,-0.15514,0.34729,0.937093,0.413395,0.351852
0.192899,-0.0250329,0.180645,-0.100671,0.296596,-0.157895,-0.0343299,0.0474453,0.351882,0.00714275,0.251282,-0.191601,-0.0731707,-0.190574,0.168883,0.185924,0.292253,-0.00237235,0.135211,-0.0414508,-0.110312,-0.133891,-0.174772,0.0992907,0.166213,0.139922,-0.079832,-0.0306748,-0.0400698,0.00431657,-0.0692772,-0.27541,0.0840336,-0.0352422,-0.150558,0.309154,0.0359898,0.0372339,-0.0171958,0.158228,0.0782123,-0.433846,0.317221,0.115485,0.0438799,-0.11215,0.371921,0.943601,0.383372,0.388889
0.027219,-0.0276681,-0.0870967,-0.0302012,0.179903,-0.0964912,0.0387597,-0.171533,0.204583,-0.0964286,0.205128,0.0367455,-0.0393996,-0.381148,0.148936,0.15021,0.13615,-0.0676155,0.0295774,-0.0559586,-0.206235,-0.0474197,-0.0805472,0.113475,0.0422345,0.117417,-0.0560224,-0.0736195,-0.0871081,0.0330937,-0.0888554,-0.0196721,0.065126,0,0.0334572,0.146805,-0.215938,-0.0407802,-0.145503,0.161392,-0.0148976,-0.218461,0.413897,0.183727,-0.0323325,0.0915888,0.650246,0.659436,0.491917,0.259259
-0.233136,0.0434783,-0.309677,-0.0402684,0.0243113,0.01462,-0.074197,-0.142336,0.12275,-0.3,-0.00256405,0.0446194,-0.227017,-0.389344,0.0904256,0.136554,0.0809858,-0.099644,-0.0901408,0.0176165,-0.0755394,-0.0432357,0.0303951,0.293144,0.0258857,0.0665362,-0.022409,-0.0993865,-0.043554,0.113669,-0.216868,0.104918,0.0567227,0.189427,0.00371747,-0.0518135,-0.128535,-0.0815604,-0.115079,0.161392,-0.0800745,0.116923,0.299094,0.152231,-0.12933,0.0859812,0.514778,0.340564,0.459584,0.341564
-0.40355,-0.14888,-0.387097,0.057047,0.0210697,0.0730994,-0.0586931,-0.135036,0.00818328,-0.189286,-0.307692,-0.0971127,-0.0956848,-0.211066,0.240692,0.169118,0.106807,-0.103203,-0.123944,0.0290156,0.0179857,0.0781033,0.0972644,0.36052,-0.0585831,0.121331,-0.054622,-0.122699,0.125435,0.240288,-0.192771,0.32623,0.0462185,0.314978,0.0631969,0.0518135,-0.037275,0.0567376,-0.0396825,-0.0142404,-0.00931098,0.215385,-0.00604236,-0.0446196,-0.106236,0.0485982,0.347291,0.13449,0.242494,0.390947
-0.436686,-0.0619235,-0.151613,0.218121,0.121556,0.108187,-0.109634,-0.0912409,-0.0671031,-0.207143,-0.405128,-0.0577427,-0.178236,-0.0614755,0.299202,0.131302,-8.81e-08,0.00593127,-0.109859,-0.0196892,0.145084,0.273361,0.0425531,0.225768,-0.0708447,0.0587083,-0.0630253,0.0490798,0.273519,0.185611,0.0391567,0.265574,0.109244,0.209251,0.126394,0.274611,0.20437,0.117021,-0.0529101,-0.121835,0.0204842,0.221539,-0.280967,-0.0734909,-0.177829,-0.158878,0.440886,0.110629,0.17321,0.240741
-0.401183,-0.0144928,0.00645159,0.151007,0.153971,0.116959,-0.0941306,0.00364962,-0.0703765,-0.1,-0.387179,-0.186352,-0.339587,0.0594262,0.24734,0.0672269,0.00352106,0.0818506,-0.0267606,0.0082902,0.165468,0.443515,-0.0607903,0.167849,-0.0967302,-0.0146772,0.00700277,0.193865,0.449477,0.166907,0.233434,0.0852459,0.039916,0.127753,0.0371747,0.329879,0.213368,-0.0265957,-0.126984,0.0617089,0.0986964,0.135385,-0.0876134,-0.0603675,-0.191686,-0.263551,0.401478,0.355748,0.418014,0.528807
-0.384615,0.0171277,0.235484,0.0201342,-0.0275526,0.0438596,0.0697675,0.346715,-0.0671031,0.0678571,-0.133333,0.0131234,-0.298311,0.147541,0.194149,-0.00210088,-0.0516433,0.190985,0.0957746,0.0238342,0.136691,0.386332,-0.00607914,0.118203,-0.0367847,0.000978455,-0.0532212,0.220859,0.513937,-0.0460429,0.286144,-0.111475,0,0.092511,0.027881,0.34715,0.191517,0.101064,-0.146825,0.050633,0.195531,0.0369232,0.199396,0.0341206,-0.0946881,-0.278505,0.428571,0.609545,0.443418,0.679013
-0.287574,-0.0619235,0.254839,-0.154362,-0.00162068,-0.152047,0.0985604,0.485402,-0.198036,0.25,0.00769242,0.0971129,0.0018761,0.116803,-0.0372338,-0.101891,-0.0880282,0.175563,0.135211,0.0663213,-0.00599509,0.365412,0.0410333,-0.00236414,-0.121253,-0.0792564,0.0042016,0.186503,0.458188,-0.159712,0.069277,-0.103279,-0.0315127,-0.132159,0.124535,0.162349,0.0154242,0.0833333,-0.214286,0.0189874,0.0502792,0.00923082,0.356495,0.154856,-0.0715934,-0.0766355,0.610837,0.763558,0.325635,0.526749
-0.159763,0.040843,0.193548,-0.214765,-0.150729,-0.0994152,0.258029,0.405109,-0.214403,0.0892856,-0.135897,0.322835,0.148218,0.110656,-0.151596,-0.0630253,-0.0199532,0.0498222,0.00140832,-0.0238342,0,0.220363,0.142857,0.0212765,-0.0258856,-0.0567514,0.085434,0,0.26655,-0.251798,-0.204819,-0.119672,-0.0378152,0.00881057,-0.0390335,-0.0518135,0.00128541,0.10461,-0.157407,0.00158236,-0.0689013,-0.00307691,0.329305,0.00262462,0.0369515,-0.0373832,0.743842,0.507592,0.263279,0.401235
-0.136095,-0.00395255,0.135484,-0.0469798,0.095624,-0.137427,0.24917,0.0255475,-0.230769,-0.0142857,-0.148718,0.270341,0.365854,0.17418,-0.0505318,0.00840336,0.00938967,-0.0438908,-0.0323944,-0.156477,0.0947242,0.0683403,0.115502,-0.0626478,0.00136247,-0.0254404,0.0504201,0.0638037,0.116725,-0.105036,-0.308735,0.134426,-0.014706,0.213656,-0.0241636,-0.0915371,-0.0257069,0.0904254,-0.164021,-0.167722,-0.0595903,0.0215384,0.111782,-0.104987,0.170901,0.188785,0.55665,0.349241,0.150116,0.360082
-0.0745562,-0.101449,0.0806452,0.171141,0.144246,-0.21345,0.211517,-0.30292,0.0180033,0.0785715,-0.0256409,0.278215,0.0694183,0.139344,-0.0984041,0.0682773,-0.0786385,-0.0699881,-0.0915494,-0.210363,0.176259,-0.0153417,0.0638297,-0.0697401,-0.0231608,-0.0743641,0.0812323,0.0797546,-0.0940766,-0.0589927,-0.203313,0.0327869,0.0882352,0.154185,-0.189591,-0.172712,0.0745501,-0.0691489,-0.252646,-0.178797,0.0037243,0.0646154,-0.123867,0.062992,0.263279,0.336449,0.844827,0.145336,0.193995,0.174897
0.00355027,-0.0434783,-0.0870968,0.42953,0.00810376,-0.0526316,0.198228,-0.306569,0.145663,0.0571428,0.0615386,0.128609,-0.0281427,0.0471311,-0.0412233,0.182773,-0.160798,-0.0699881,-0.166197,-0.229016,0.134293,-0.0543933,-0.12766,-0.0390071,-0.133515,-0.0303327,0.114846,0.0368099,-0.175958,0.0273383,-0.14006,-0.0459016,0.153361,0.132159,-0.395911,-0.17962,-0.0809769,-0.25,-0.294974,0.0158229,0.191806,0.147692,0.0664652,-0.0367454,0.163972,0.280374,0.800492,0.16269,0.394919,0.308642
-0.00355027,0.0724638,-0.0709678,0.503356,-0.0437601,-0.0497076,0.127353,-0.0328467,0.165303,0.203571,0.0307693,0.0393701,-0.178236,0.0245901,0.025266,0.0945378,-0.265258,0.00237261,-0.11831,-0.238342,0.08753,-0.122734,-0.121581,0.0236406,-0.143052,-0.0176127,0.110644,-0.0208588,-0.247387,0.0330936,-0.141566,-0.191803,0.0630252,0.147577,-0.317844,0.0673575,0.00642667,-0.251773,-0.186508,0.0474683,0.130354,0.16,0.18429,0.0577428,0.196305,0.254206,0.576354,0.321041,0.316397,0.325103
-0.0461538,-0.0961793,-0.0258065,0.288591,0.0567262,-0.0994152,-0.202658,0.0620437,0.0278232,0.217857,0.0615385,-0.0761155,-0.020638,-0.122951,-0.00531905,-0.0462185,-0.254695,0.0913405,-0.0690142,-0.167876,-0.106715,-0.181311,-0.0258359,0.0330968,-0.215259,-0.0841488,0.144258,-0.131288,-0.102788,0.172662,-0.164157,-0.111475,-0.012605,-0.145374,-0.0966543,0.0639033,-0.100257,-0.184397,-0.0410054,0.155063,0.0316573,0.107692,0.166163,0.181102,0.295612,0.284112,0.219212,0.522777,0.177829,0.168724
0.0106508,0.0144926,0.151613,0.224832,-0.137763,0.0263159,-0.17165,0.186131,-0.198036,0,0.00512819,0.0603675,0.20075,-0.243853,0.0492022,-0.120798,-0.239437,0.0699883,-0.0676058,-0.204145,-0.202638,-0.129707,-0.0775076,0.0791961,-0.147139,0.0283756,0.117647,-0.215951,-0.0888503,0.17554,-0.218373,-0.0245902,-0.0966387,-0.0330396,0.0446096,-0.0189983,-0.125964,-0.210993,-0.00925929,0.113924,-0.0428306,0.123077,0.0332326,0.244094,0.316397,0.278505,0.115764,0.45987,0.034642,-0.146091
-0.164497,0.00658771,0.112903,-0.0805369,0.10859,0.0555556,-0.211517,-0.0255474,-0.148936,-0.196429,0.112821,-0.0498688,0.268293,-0.356557,0,-0.128151,-0.15493,0.0960855,0.00422527,-0.239378,-0.119904,-0.119944,-0.06231,0.0260046,-0.0980925,0.0900195,0.0196078,-0.132515,0.00174206,0.208633,-0.108434,0.0180328,-0.14916,-0.0352422,0.163569,-0.0967185,-0.154242,-0.0815603,-0.00396831,-0.0427215,-0.1527,0.110769,-0.0845922,0.265092,0.413395,0.117757,-0.105911,0.347072,-0.247113,-0.174897
-0.181065,-0.243742,-0.00322579,-0.147651,0.0016208,0.0233919,-0.17608,-0.0948905,-0.0736498,-0.0214285,0.194872,0.120735,0.181989,-0.377049,-0.0664893,0.012605,-0.117371,0.0237249,0.0338027,-0.117098,0.0383694,0.0264992,0.0851063,-0.00827433,0.0395096,0.114481,0.0224087,0.017178,0.0923344,0.204317,0.0451807,0.0213114,-0.235294,-0.0947136,-0.0892194,-0.122625,0.05527,0.0443262,0.0939153,-0.0189873,-0.143389,0.0707693,-0.199396,0.204724,0.570439,0,-0.152709,0.0281997,-0.0369513,-0.395062
-0.0201183,-0.0540185,0.0709678,-0.127517,0.0016208,0.0935672,0.00332229,-0.0912408,-0.0507365,-0.242857,0.166667,0.128609,0.290807,-0.17623,0.00664901,0.113445,-0.0974178,0.0130487,0.00281674,-0.0217616,0.0695444,0.0641562,0.12158,0.0153664,0.0558583,0.165362,-0.022409,0.155828,0.0435539,0.0302159,0.126506,-0.0606558,-0.0483194,0.0330396,-0.371747,-0.0708117,0.142673,0.0531914,0.0132275,-0.121835,-0.0540037,-0.0215385,-0.283988,-0.0708662,0.408776,-0.140187,-0.150246,0.0347073,0.0508082,-0.32716
0.0650888,-0.0329381,0.0290323,0.0637585,0.150729,-0.0233918,0.0564785,-0.0948905,-0.171849,-0.075,0.0538462,0.149606,0.170732,-0.0307378,0.0970746,0.090336,0.00586843,-0.0628706,-0.0211269,0.0632124,0.11271,-0.0292887,0.150456,0.0815602,0.0585832,0.119374,-0.057423,0.13865,-0.0487805,0.0546763,0.118976,-0.0721311,-0.0462185,0.125551,-0.334573,0.164076,0.219794,0.0425531,0.15873,-0.112342,-0.055866,-0.126154,-0.166163,-0.188976,0.170901,-0.269159,-0.044335,0.0281997,0.230947,-0.27572
0.292308,-0.0197628,0.209677,0.0335572,0.00162092,-0.266082,-0.0719822,-0.124088,-0.345336,0.0535714,0.00512837,0.0472441,0.0994371,0.0102458,0.147606,-0.012605,0.200704,-0.15777,0.0056337,0.15544,0.0695445,-0.0892609,0.18541,0.0141843,0,-0.0176126,-0.0378151,0.0736196,-0.0452962,0.156834,0.061747,-0.0573771,-0.0651261,0.165198,-0.156134,0.0949913,0.102828,-0.0141844,0.314815,0.0205697,-0.0726258,-0.150769,0,-0.338583,0.115474,-0.207477,-0.0369458,0.130152,0.376443,-0.195473
0.297041,0.0382081,0.154839,0,-0.04376,-0.0964911,0.0232559,0.0802919,-0.387889,0.0464285,0.0179488,-0.0551181,0.0318948,-0.0696723,0.162234,-0.0378152,0.292253,-0.0498219,0.00704212,0.274611,-0.0131893,-0.0585775,0.0440728,-0.0177306,0.0708447,-0.0136987,-0.0826332,0.0871167,-0.114983,0.0604317,0,-0.101639,-0.222689,0.138767,-0.0892194,-0.0673575,0.0192801,-0.138298,0.179894,-0.0933543,0.0223464,-0.187692,0.247734,-0.167979,-0.106235,0.0448598,0.0394087,0.0347073,0.387991,-0.1893
0.0721892,0.117259,0.0322581,-0.0536912,-0.0307942,0.0935673,0.0653379,-0.00364962,-0.201309,-0.0178572,0.0333334,-0.209974,-0.0881802,-0.379098,0.0545214,-0.0367648,0.196009,0.0177937,0.0394365,0.258031,-0.0155874,-0.0460251,0.06231,-0.0555556,0.0667576,-0.0146772,-0.128852,-0.0257668,-0.137631,0.0187051,-0.0301205,-0.219672,-0.205882,0.121145,0.0241636,-0.189983,-0.182519,-0.140071,0.00132273,-0.080696,0.0428305,-0.172308,0.293051,-0.199475,-0.0785219,0.100935,-0.0591134,0.127983,0.101617,-0.0946502
0.0130178,-0.0592886,0.00645159,-0.0503355,-0.157212,0.365497,0.0321152,0.0583942,0.02455,-0.0464287,-0.00256414,-0.149606,-0.189493,-0.383197,-0.00132966,-0.0168067,0.0375586,0.0367735,0.0633801,0.195855,0.0311751,0.0627615,0.115501,-0.107565,0.040872,0.0665361,-0.127451,-0.0613496,-0.106272,-0.0143884,0.0240964,-0.188525,-0.30042,0.134361,0.0371747,-0.307427,-0.206941,-0.0833333,-0.0992064,0.0601267,0.0353817,-0.116923,0.283988,-0.2021,-0.0600462,0.123365,-0.0985223,-0.140998,0.161663,-0.0946502
-0.11716,-0.0961792,-0.016129,-0.0738254,-0.199352,0.403509,0.00332221,0.0364964,0.106383,-0.239286,-0.0794871,-0.0682415,-0.238274,-0.135246,-0.0319148,-0.102941,-0.169014,0.0865956,-0.0422536,0.0642488,0.0155877,0.0209205,0.218845,0,0.0844687,0.0420742,-0.0630253,-0.0871164,-0.160279,-0.130935,0.0421688,-0.109836,-0.178571,0.237885,0.0520445,-0.212435,-0.182519,-0.14539,-0.334656,0.172468,0.165735,-0.221538,0.063444,-0.199475,-0.0138567,0.0747664,-0.150246,-0.078091,0.150115,-0.170782
-0.285207,-0.0856389,-0.0258065,-0.100671,-0.102107,0.277778,-0.105205,0.0218977,0.175123,-0.185714,-0.176923,0.0787402,-0.204503,0.116803,-0.0279254,-0.129202,-0.265258,0.0569396,0.0225351,-0.0103626,-0.00839331,0.0264993,0.234043,0.0413712,0.0149864,0.107632,-0.00840341,-0.179141,-0.125436,-0.056115,0.0662651,0.154098,-0.0903361,0.202643,0.111524,-0.0846287,-0.0616966,-0.070922,-0.199736,0.25,0.117318,-0.243077,-0.021148,-0.0892389,-0.0461893,-0.0654206,-0.039409,-0.0824295,0.113164,-0.216049
-0.166864,-0.177866,0.145161,-0.238255,-0.153971,-0.0701754,-0.149502,0.153285,-0.145663,-0.110714,-0.0512819,0.152231,-0.0581614,0.270492,-0.00664881,-0.136555,-0.237089,-0.0533807,-0.0887325,-0.124352,-0.00959233,0.101813,0.18845,-0.035461,0.0831063,0.0303326,0.116246,-0.276073,-0.127178,0.0402879,-0.0060241,0.237705,-0.0420168,0.237886,0.202602,-0.00863558,0.00771221,-0.0035461,-0.119048,0.208861,-0.0148976,-0.147692,-0.0966768,0.0813647,-0.0692841,-0.13271,0.046798,-0.0347072,0.034642,-0.306584
-0.0721893,-0.13307,0.122581,-0.208054,0.0145867,-0.114035,-0.111849,0.244526,-0.224223,0.0928571,0.176923,0.181102,0.0431519,0.301229,-0.0226063,-0.105042,-0.21831,0.0296561,-0.0957747,-0.053886,-0.0779376,0.0697349,0.0319149,-0.0992908,0.188011,0.0753424,0.110644,-0.239264,0.0365853,-0.0877698,-0.118976,0.24918,-0.161765,0.0220265,0.312268,0.0759931,0.0745501,0.0780142,0.00264545,0.0743671,-0.065177,-0.150769,-0.0634442,0.233596,-0.073903,-0.241121,0.0320196,-0.149675,0.0715936,-0.277778
-0.0248521,0.0487483,0.193548,0,0.0372772,-0.0994151,-0.089701,0.0364964,-0.188216,0.153571,0.25641,0.0708662,-0.0506567,0.190574,0.0279257,-0.067227,-0.28169,0.0415184,-0.0422535,0.092228,0.0239808,-0.0362621,-0.129179,-0.153664,0.0858311,0.0156556,-0.0770308,-0.120245,0.174216,-0.0287769,-0.146084,0.24918,0.0357143,-0.0704845,0.379182,0.0949913,-0.0308484,0.108156,0.0396825,0.022152,-0.201117,-0.178462,0.00906339,0.23622,0,-0.166355,-0.0197045,0.0954447,0.207852,-0.117284
0.105326,0.14888,0.164516,0.0100671,0.0632091,0.0584796,-0.0852713,-0.20073,-0.0638298,0.132143,0.228205,0.144357,-0.287054,0.211066,0.0837768,-0.0462185,-0.21831,0.0996441,-0.0633804,0.0207254,0.115108,-0.117155,-0.209726,-0.243499,0.0803815,0.0205479,-0.22409,0.0257669,0.186411,-0.0172661,-0.0406626,0.0770491,-0.0609245,-0.218062,0.397769,-0.0483592,-0.254499,0.0620567,0,-0.148734,-0.202979,-0.0892308,0.111782,0.343832,-0.0207852,-0.0897196,0.0665023,0.171367,0.161663,0.0658436
-0.0224851,0.15415,-0.0290323,0.130873,-0.134522,0.00584795,-0.0166112,-0.270073,-0.00818334,0.167857,0.107692,0.283465,-0.403377,0.241803,-0.011968,-0.00210088,-0.16784,0.0794782,0.0338027,0.049741,0.165468,-0.200837,-0.113982,-0.208038,0.115804,-0.0587085,-0.208683,0.168098,0.118467,-0.0201437,-0.0798192,0.0180327,-0.155462,-0.359031,0.494424,-0.0535406,-0.222365,-0.0283688,0.133598,-0.00474684,0.0633147,-0.0830769,0.10574,0.370079,0.078522,-0.0186916,0.00985221,0.18872,0.290993,0.166667
