PD2[][0],PD2[][1],PD2[][2],PD2[][3],PD2[][4],PD2[][5],PD2[][6],PD2[][7],PD2[][8],PD2[][9],PD2[][10],PD2[][11],PD2[][12],PD2[][13],PD2[][14],PD2[][15],PD2[][16],PD2[][17],PD2[][18],PD2[][19],PD2[][20],PD2[][21],PD2[][22],PD2[][23],PD2[][24],PD2[][25],PD2[][26],PD2[][27],PD2[][28],PD2[][29],PD2[][30],PD2[][31],PD2[][32],PD2[][33],PD2[][34],PD2[][35],PD2[][36],PD2[][37],PD2[][38],PD2[][39],PD2[][40],PD2[][41],PD2[][42],PD2[][43],PD2[][44],PD2[][45],PD2[][46],PD2[][47],PD2[][48],PD2[][49]
-0.188166,0.0724637,0.358065,1.14094,1.20421,1.04678,0.689923,0.620438,0.322422,0.189286,0.328205,0.540682,0.515947,0.329918,0.442819,0.726891,0.419014,0.2586,0.825352,0.490155,0.629496,0.669456,0.81459,0.588652,1.07085,1.28278,0.788515,0.82454,0.897212,0.843166,0.406627,0.201639,0.514706,0.572687,0.377323,0.549223,0.566838,0.0904254,0.724868,0.253165,0.100559,0.455385,0.996979,0.889764,0.838337,0.803739,-0.389163,0.290673,0.0508082,-0.063786
-0.157397,0.146245,0.367742,1.04698,0.834684,0.69883,0.718715,0.507299,0.751228,0.325,0.402564,0.695538,0.21576,0.29918,0.255319,0.586134,0.438967,0.143535,0.746479,0.385492,0.535971,0.640167,0.761398,0.48818,0.848774,1.27006,0.796919,0.793865,0.881533,0.840288,0.408133,0.303279,0.15126,0.429516,0.369888,0.421416,0.312339,0.0177305,0.4709,0.183544,0.0372439,0.621539,0.770393,0.703412,0.808314,0.575701,-0.216749,0.292842,0.0023095,-0.100823
-0.216568,0.193676,0.370968,0.778524,0.682334,0.552632,0.802879,0.60584,0.957447,0.182143,0.497436,0.469816,0.313321,0.286885,0.172872,0.441176,0.320422,0.341637,0.74507,0.327461,0.798561,0.814505,0.656535,0.42435,0.816076,1.17221,0.782913,0.815951,0.714285,0.815828,0.248494,0.242623,0.155462,0.185022,0.327137,0.252159,0.160668,-0.115248,0.170635,0.0759494,-0.0353818,0.384616,0.516616,0.564304,0.482679,0.370093,0.0344828,0.197397,0.163972,-0.172839
-0.0911242,0.16996,0.532258,0.677852,0.601297,0.479532,0.751938,0.693431,0.842881,0.307143,0.582051,0.32021,0.234521,0.301229,0.299202,0.278361,0.403756,0.423488,0.756338,0.344042,0.742207,0.695955,0.510638,0.22104,0.769755,1.27691,0.819328,0.815951,0.560976,0.742446,0.278614,0.314754,0.285714,-0.00660793,0.29368,0.421416,0.181234,-0.134752,0.0952381,0.0727848,0.0577281,0.516923,0.498489,0.136483,0.408776,0.241122,0.0369457,0.0911063,0.170901,-0.156379
-0.0579881,0.085639,0.229032,0.627517,0.640194,0.807018,0.694352,0.558394,0.646481,0.267857,0.612821,0.152231,0.320825,0.196721,0.509309,0.334034,0.414319,0.457889,0.839436,0.264249,0.782974,0.615063,0.419453,0.186761,0.735695,1.41585,0.614846,0.817178,0.609756,0.684892,0.524096,0.260656,0.390756,-0.0308369,0.310409,0.416235,0.123393,-0.0567376,-0.0251323,0.10443,0.0428304,0.483077,0.540785,0.0682415,0.512702,0.409346,0.0566501,0.0954446,0.163972,-0.185185
-0.0579881,0.0619235,0.2,0.372483,0.724473,0.71345,0.58804,0.354015,0.243863,0.192857,0.394872,0.181102,0.13696,0.295082,0.663564,0.506302,0.464789,0.49229,0.739436,0.201036,0.607914,0.481172,0.31003,0.269503,0.638965,1.24853,0.553221,0.560736,0.505226,0.625899,0.590361,0.0934425,0.35084,-0.231278,0.384758,0.417962,0.119537,-0.117021,0.0529099,-0.0221518,0.150838,0.369231,0.429003,0.00262471,0.482679,0.42243,0.00492611,0.127983,0.189377,-0.0946503
-0.126627,-0.090909,0.458064,0.318792,0.711507,0.836257,0.85825,0.218978,0.135843,0.157143,0.174359,0.165354,0.32833,0.143443,0.650266,0.608193,0.5,0.370107,0.659155,0.304663,0.453237,0.327755,0.203647,0.35461,0.535423,1.18982,0.613445,0.533743,0.534843,0.6,0.566265,0.139344,0.287815,-0.566079,0.342007,0.378238,0.156812,-0.150709,0.161376,-0.102848,0.230912,0.218462,0.314199,0.0367453,0.371825,0.517757,-0.133005,0.158352,0.133949,-0.063786
-0.0769231,-0.022398,0.5,0.255034,0.54295,0.576023,0.849391,-0.0145986,0.286416,0.328571,-0.00769224,0.0918636,0.125704,0.262295,0.424202,0.625,0.485915,0.118624,0.569014,0.267358,0.0983215,0.158996,0.297872,0.343971,0.569482,1.03718,0.655462,0.467485,0.529617,0.615828,0.399096,0.144262,0.168067,-0.38326,0.358736,0.331606,0.172237,-0.0744681,0.119047,-0.213608,0.132216,0.203077,0.320242,-0.015748,0.34642,0.560748,-0.0837438,0.266811,0.279446,0.00823047
-0.0153847,0.0961792,0.7,0.489933,0.523501,0.546784,0.594684,-0.0620438,0.482815,0.232143,-0.0128204,-0.0341207,0.332082,0.151639,0.218085,0.487395,0.213615,0.162515,0.580282,0.359585,0.17506,0.131102,0.43617,0.43617,0.56267,0.795499,0.673669,0.531288,0.313589,0.710791,0.0813252,-0.114754,0.0294117,-0.112335,0.143123,0.227979,0.183805,-0.143617,-0.0291006,-0.235759,0.122905,-0.129231,0.0755287,0.0734908,0.152425,0.515888,-0.0147784,0.260304,0.364896,0.0781894
-0.0461538,0.032938,0.606452,0.610738,0.520259,0.502924,0.222591,0.142336,0.328969,0.353571,0.0205129,-0.160105,0.208255,0.264344,0.135638,0.205882,-8.81e-08,0.0948993,0.519718,0.389637,0.0899281,0.217573,0.548632,0.362884,0.535422,0.697652,0.621849,0.484663,0.181185,0.401439,0.0060241,-0.209836,0.134454,-0.0484581,0.232342,0.157168,0.114396,-0.262411,0.0343916,-0.14557,0.197393,0.0830769,0.0936555,-0.102362,0.0854505,0.463552,-0.0788178,0.223427,0.26097,0.1893
-0.190533,-0.11726,0.132258,0.738255,0.536467,0.312865,-0.0321152,0.131387,0.148936,0.296429,0.0717949,-0.175853,0.257036,0.258197,0.146277,0.137605,0.119718,0.230131,0.584507,0.298446,0.142686,0.343096,0.548632,0.282506,0.59673,0.689824,0.344538,0.403681,0.0958187,0.146763,0.067771,-0.168853,0.0210084,-0.0132159,0.0873606,0.0690846,0.017995,-0.12234,0.0806878,-0.185127,0.141527,0.2,0.0966766,-0.0787402,0.0623556,0.35701,0.0221675,0.13666,0.0277136,0.246914
-0.0887574,-0.117259,-0.0258065,0.828859,0.795786,0.321637,-0.111849,0.0109489,-0.0474632,0.0999999,0.0897436,-0.141732,0.155722,0.268443,0.113032,0.266807,0.190141,0.256228,0.439436,0.214508,0.134293,0.351465,0.416413,0.147754,0.570845,0.58317,0.0938374,0.209816,-0.0679444,0.00863315,-0.0361446,-0.0983606,0.159664,-0.101322,-0.0334573,-0.0224525,0.0347043,0.0407801,0.031746,-0.193038,0.325884,0.369231,0.326284,-0.131234,-0.0600462,0.2,0.0492611,-0.0281994,-0.193995,0.294239
-0.100592,-0.0408432,-0.0193549,0.607383,0.523501,0.435672,0.0476192,0.113139,-0.165303,-0.107143,0.1,-0.110236,0.110694,0.122951,0.0997342,0.285714,0.334507,0.219454,0.325352,0.233161,0.118705,0.283124,0.37234,0.0354608,0.468665,0.489237,0.0112044,0.240491,-0.0365854,-0.0172661,-0.0135543,0.0213114,0.0882353,-0.264317,-0.0371748,-0.165803,0.0257069,0.177305,0.119047,-0.0949366,0.156425,0.338462,0.504532,-0.133858,-0.124711,0.125234,0.0763545,-0.045553,-0.34642,0.100823
-0.0177515,-0.0144928,0.0193549,0.456376,0.32577,0.400585,0.284607,0.153285,-0.0474631,-0.0142857,-0.00769233,-0.00524933,0.0581614,0.0881147,0.0837766,0.320378,0.399061,0.0284698,0.250704,0.0911916,0.0227819,0.153417,0.430091,-0.070922,0.449591,0.337573,-0.0168068,0.185276,0.00174219,0.142446,-0.0587349,0.159016,0.052521,-0.123348,0.0966542,-0.158895,0.0951157,0.287234,0.116402,-0.166139,-0.0540037,0.526154,0.483384,0.0446194,-0.00923782,0.0878505,0.130542,-0.032538,-0.124711,0.0267489
0.0177515,0.0988141,0.00645159,0.409396,0.0405188,0.573099,0.426357,-0.127737,0.0834697,0.0142857,-0.0923077,0.249344,-0.00562858,-0.198771,0.171543,0.117647,0.295775,-0.0972715,0.215493,0.00621774,0.0083934,0.110181,0.398176,-0.111111,0.268392,0.325832,0.0588235,0.219632,-0.0540071,0.254676,-0.173193,0.047541,0.0336133,0.0748899,0.120818,-0.207254,0.115681,0.0567375,-0.0767197,0.0268988,-0.0595904,0.298462,0.169184,0.125984,0.0207852,0.211215,0.0837438,-0.0390454,-0.0484988,-0.121399
-0.0627219,0.0803689,-0.116129,0.16443,-0.147488,0.403509,0.320044,-0.0510949,0.116203,0.125,-0.0948718,0.186352,-0.00938085,-0.0963115,0.240692,-0.0399161,0.132629,-0.0948991,0.216901,-0.108808,0.0683453,-0.0167364,0.416413,-0.199764,0.095368,0.282779,0.0910363,0.171779,0.10453,0.123741,-0.0361446,0.00655738,0.00210084,0.105727,0.195167,-0.25734,0.11054,-0.159574,0.015873,0.0648734,-0.154562,0.147692,0.108761,0.270341,0.196305,0.207477,0.0394087,-0.099783,-0.0554272,-0.213992
-0.379882,-0.235837,-0.132258,0.228188,-0.0858995,0.0438597,0.322259,-0.0182483,0.0932897,0.228571,0.0153848,0.181102,0.0131332,0.0737704,0.183511,-0.121849,0.133803,0.0628708,0.225352,-0.0663212,0.0407675,-0.0571827,0.214286,-0.0791963,-0.0245231,0.348336,0.0840336,0.0809816,0.0731707,0.0402879,0.0331325,0.0868852,-0.138656,0.306167,-0.0427509,-0.236615,0.0488432,-0.22695,0.150794,-0.128165,-0.00372439,0.0215384,-0.00302113,0.328084,0.321016,0.104673,-0.0492612,-0.229935,0.0300231,-0.193416
-0.372781,-0.220026,-0.0387098,0.305369,0.115073,-0.0263158,0.165006,-0.127737,0.0343698,0.128571,0.0205129,-0.0314962,0.140713,0.19877,0.038564,-0.052521,0.00469483,0.136418,0.174648,-0.124352,-0.06235,-0.104603,0.0151975,-0.0827423,-0.0163488,0.436399,0.116247,-0.0257668,0.15331,0.115108,0.0361446,0.255738,-0.121849,0.451542,-0.0910781,-0.160622,-0.0848329,-0.218085,0.186508,-0.259494,0.24581,0.0830771,0.0120845,0.270341,0.270208,-0.00934574,-0.115764,-0.106291,-0.0531177,-0.0967078
-0.240237,-0.140975,0.135484,0.0637584,-0.0145867,-0.0526316,0.207088,0.0912408,0.0212765,-0.0821429,0.0487179,-0.225722,0.121951,0.247951,-0.0412233,-0.0105042,-0.105634,0.135231,0.0422535,0.0134716,0.0503598,-0.0697349,0.0820668,-0.108747,0.047684,0.482387,0.113445,0.0319019,0.162021,0.235971,0.118976,0.170492,-0.136555,0.497797,-0.0427509,-0.015544,0.0128535,-0.195035,0.232804,-0.14557,0.277467,0.156923,0.1571,0.102362,0.233256,-0.0878504,0.0172414,-0.0694143,-0.0669746,-0.0843621
-0.259172,-0.11726,0.183871,0.0369129,0.00810376,0.00584806,0.120709,0.346715,0.0409164,0.1,0.0820513,-0.32021,0.212007,0.0594262,-0.135638,0.134454,-0.0410798,0.137604,-0.0647887,0.203109,0.0623502,0.0669457,0.205167,-0.0673759,0.151226,0.316047,0.12465,0.00490807,0.162021,0.328058,0.0978916,0.118033,-0.228992,0.312775,0.0148699,0.132988,-0.092545,-0.0177305,0.246032,-0.161392,0.119181,0.32,0.507553,0.0682414,0.258661,-0.0654205,0.167488,-0.117137,0.152425,-0.0102882
-0.242604,0.0487484,0.0645162,0.0939599,-0.0437601,0.195906,0.153931,0.167883,0.02455,0.00714281,0.0358975,-0.335958,0.163227,-0.178279,0.0452129,0.179622,-0.00352124,0.034401,-0.0901408,0.358549,0.0887291,0.0767085,0.268997,-0.0413711,0.175749,0.214285,0.282913,0.0184049,0.228223,0.270504,0.105422,0.0245901,-0.27521,0.134361,0.118959,0.195164,-0.0128535,-0.0425532,0.0780424,-0.0126582,0.108007,0.150769,0.486405,0.238845,0.17552,0.220561,0.0738915,-0.171367,0.0554271,-0.0720165
-0.173964,0.230567,-0.0709677,-0.0134228,-0.0891409,0.359649,0.0409746,-0.00729931,0.0572831,-0.103571,0.0512822,-0.406824,-0.0206379,-0.241803,0.0718086,0.204832,0.0504695,0.271649,-0.0422536,0.589637,0.328537,0.00976293,0.229483,-0.0224587,0.0762944,0.104697,0.247899,-0.0294479,0.283972,0.151079,0.197289,-0.0245902,-0.039916,0.0462556,0.219331,0.215889,0.029563,0.0425532,0.186508,-0.0268987,-0.0130354,0.193846,0.501511,0.427821,0.339492,0.272897,-0.00492623,-0.154013,-0.0023095,-0.113169
-0.112426,-0.0118577,0.0967743,0.124161,0.0405185,0.304094,0.156146,-0.0364963,-0.00818328,-0.0392857,0.197436,-0.188976,0.065666,-0.219262,0.0837767,0.169118,0.0446009,0.415184,0.0267604,0.691192,0.315348,-0.0864715,0.109422,0.147754,-0.038147,0.0655577,0.182073,-0.16319,0.240418,0.161151,0.200301,-0.0377049,0.0357142,0.284141,0.10223,0.0949913,0.104113,0.171986,0.301587,-0.00316448,0.119181,0.326154,0.335347,0.409449,0.441109,0.26729,-0.135468,-0.154013,-0.0277135,-0.156379
0.00118348,-0.114625,0.0387096,-0.0234898,0.0340357,0.122807,0.0476191,-0.0985401,-0.0671031,-0.0285715,0.15641,-0.15748,0.110694,-0.141394,0.0678193,0.114496,0.0375585,0.358244,0.0802815,0.44456,0.215827,-0.0767084,-0.179331,0.204492,0.074932,0.0929549,0.0938375,-0.198773,0.273519,0.178417,0.23494,0.0737704,0.254202,0.372247,0.180297,-0.0673575,0.0719794,0.189716,0.375661,-0.117089,0.202979,0.427692,0.0936556,0.540682,0.378753,0.183178,-0.192118,0.00867682,-0.034642,-0.102881
0.0366864,-0.330698,0.258065,-0.130872,0.134522,0.0438597,-0.0542635,0.189781,0.0180031,0.0821428,0.14359,0.0157482,0.054409,0.0532786,0.0372342,-0.0651261,-0.119718,0.15777,0.0915493,0.254922,0.260192,-0.0432356,0.0151975,0.14539,0.207084,0.152642,-0.0140055,0.00122706,0.277003,0.217266,0.150602,0.0852459,0.241596,0.354626,0.113383,-0.124352,0.0205656,0.214539,0.306878,-0.0791139,0.199255,0.430769,0.0574017,0.506562,0.378753,0.229907,-0.0935962,-0.0477223,-0.0415704,-0.0473251
-0.159763,-0.338603,0.116129,0.0570471,0.118314,-0.0877193,-0.189369,0.368613,0.00163665,0.35,0.158974,0.146982,0.118199,0.20082,-0.011968,-0.0861345,0.00704212,0.0474497,0.119718,0.230052,0.270983,0.129707,0.158055,0.176123,0.275204,0.168297,0.0504202,-0.00613485,0.229965,0.00143893,0.111446,0.160656,-0.00630252,0.118943,0.0427509,-0.115717,-0.161954,0.202128,0.161376,-0.131329,0.130354,0.310769,0.0574018,0.64042,0.385681,0.22243,-0.0517242,-0.0911062,0.115474,-0.0432099
-0.221302,-0.293808,0.0258063,0.234899,-0.0145867,-0.0994152,-0.204873,0.277372,0.0114567,0.257143,0.297436,0.212598,0.148218,0.266393,0.0359043,-0.108193,-0.00117377,-0.104389,0.216901,0.174093,0.172662,0.101813,0.282675,0.126478,0.350136,0.170254,0.114846,0.0466259,0.351916,0.0431656,0.0707833,0.221311,-0.30042,0.00881057,0.0557621,-0.172712,-0.137532,0.0514184,-0.0449736,-0.0585443,0.0968342,-0.113846,0.172205,0.716535,0.207852,0.164486,-0.0320197,-0.18872,0.200924,-0.0123457
-0.252071,-0.185771,-0.209677,0.248322,-0.192869,0.01462,-0.105205,0.0656934,-0.0801965,0.167857,0.315385,0.0892389,-0.0919326,0.104508,-0.093085,0.0010504,0.112676,-0.0759192,0.323944,0.232124,0.251799,0.124128,0.120061,0.0579195,0.290191,0.237769,0.182073,0.0613499,0.327526,0.103597,0.0135542,0.236065,-0.447479,-0.061674,0.230483,-0.195164,-0.0989717,-0.12234,-0.0978836,0.00474691,0.102421,-0.230769,0.419939,0.590551,0.157044,0.162617,-0.0714286,-0.16269,0.228637,0.0473251
-0.0579881,-0.285902,-0.170968,0.234899,-0.228525,-0.0935672,0.0741971,-0.262774,-0.247136,0.142857,0.287179,0.236221,-0.0881802,-0.0266393,-0.0744681,0.190126,0.166667,-0.020166,0.247887,0.179275,0.0995205,0.0516041,0.109422,0.0614657,0.141689,0.171233,0.292717,0.00122715,0.238676,0.253238,-0.126506,0.119672,-0.476891,0.0550661,0.13197,-0.392055,0.0244217,-0.0992908,-0.0317461,0.0474683,0.188082,-0.193846,0.389728,0.338583,0.168591,0.104673,-0.0197045,-0.203904,0.221709,0.0740741
-0.0224853,-0.262187,-0.135484,-0.0436241,-0.257699,-0.149123,0.00332237,-0.277372,-0.224223,0.121428,0.0897437,0.0918636,-0.020638,-0.153689,0.0345746,0.24895,0.258216,-0.00948992,0.225352,0.049741,-0.031175,0.117155,-0.144377,0.15721,0.0163489,0.0812132,0.268908,-0.0306748,0.1777,0.418705,-0.0301205,-0.0131148,-0.155462,-0.0506608,0.165427,-0.246978,0.140103,-0.12766,-0.0304232,-0.00316456,0.277467,-0.0676923,0.682779,0.183727,0.290993,0.104673,-0.105911,-0.0954447,0.17321,0.121399
-0.0863904,-0.317523,0.16129,-0.154362,-0.225284,-0.0614034,0.00996694,-0.0620439,-0.0671031,0.25,-0.123077,-0.170604,0.148217,-0.104508,0.0531916,0.197479,0.180751,0.00711757,0.18169,0.0601036,-0.0599519,0.0543933,-0.00151973,0.182033,-0.0217983,-0.0273973,0.187675,-0.00122697,0.144599,0.461871,-0.0060241,-0.183607,0.077731,-0.132159,0.122677,-0.0224525,0.150386,0.0460993,0.0198412,-0.148734,0.249534,0.0584616,0.885196,0.031496,0.445727,0.328972,-0.221675,-0.186551,0.12933,0.176955
-0.211834,-0.15942,0.212903,-0.067114,-0.186386,-0.137427,-0.0254707,-0.00729931,0.0540097,0.203571,-0.194872,-0.165354,0.347092,0.129098,0.164894,0.119748,0.178404,0.0960855,0.102817,-0.00518137,0.0347722,0.0516039,0.0334345,0.186761,-0.0354223,-0.101761,0.121849,-0.0392637,0.130662,0.293525,0.0331326,-0.181967,0.090336,-0.348018,0.295539,0.221071,0.132391,0.109929,0.0661375,0.0174051,0.158287,0.166154,0.501511,0.125984,0.466513,0.254206,-0.280788,-0.0845986,0.224018,0.121399
-0.23787,0.00131758,0.206451,0.171141,-0.153971,-0.222222,-0.0830564,0.0693431,0.0900165,0.196429,0.0153847,-0.0524934,0.497186,0.151639,0.109043,0.0861343,0.0586854,0.192171,-0.0253522,0.0072539,0.0239808,-0.0641563,0.018237,0.140662,-0.0326975,-0.170254,-0.0294118,0.019632,0.283972,0.165468,-0.0316266,-0.168853,0.111345,-0.154185,0.47026,0.283247,0.0115682,0.0230496,0.0899471,0.310127,0.0707635,-0.0338462,0.274924,0.0708661,0.295612,0.0130842,-0.174877,-0.0433839,0.256351,0.0411523
-0.330178,0.106719,0.0451612,0.322148,-0.076175,-0.152047,0.00775195,-0.0182482,0.12275,0.246429,0.0948718,0.0157481,0.110694,0.0102458,0.0305853,0.0955882,0.00234737,0.1293,0.0211268,0.0507772,0.0119905,-0.165969,-0.0455928,0.0910165,0.0504087,-0.0469668,-0.0728292,0.0110429,0.280488,0.0100721,0.0346386,-0.0672131,-0.0315126,-0.213656,0.444238,0.338515,0.00899737,-0.0921986,0.068783,0.300633,0.0837989,-0.166154,0.0936555,0.110236,0.0969977,-0.0542055,-0.1133,0.010846,0.228637,-0.047325
-0.235503,0.101449,0.0935484,0.224832,-0.105348,-0.0643275,-0.133998,-0.178832,0.214403,0.225,0.0538461,0.272966,-0.178236,-0.17623,-0.0624999,0.0640757,-0.0880283,0.135231,-0.056338,0.0559586,-0.0683452,-0.138075,0.0410333,0.0508273,0.0558583,-0.0508807,-0.0532214,0.0552148,0.188153,-0.136691,-0.0180723,-0.0278688,-0.0315127,-0.0947136,0.1171,0.188256,-0.0244215,-0.317376,-0.0582011,0.212025,-0.0595903,0.0369232,-0.199396,0.173228,0.0277137,-0.2,0.0221675,-0.0607375,0.198614,-0.127572
-0.0295859,0.196311,0.280645,0.0604028,0.0210697,0.017544,0.0542637,-0.0839417,0.234043,0.25,0.0435898,0.244094,-0.0131333,-0.29918,-0.128989,-0.122899,-0.126761,0.0083037,-0.0971832,0.0943006,-0.0263789,-0.0529987,0.101824,0.0555555,0.00136247,0.0440312,-0.121849,0.015951,0.111498,0.0187051,0.0542167,-0.162295,-0.0903362,-0.0814977,0.0241636,0.38342,0.0989718,-0.349291,-0.194444,0.136076,-0.173184,0.107692,0.0664652,0.0971127,0.152425,-0.158878,0.14532,-0.0715835,-0.0323325,-0.0144033
